Symbol,Quantity,AvgPrice
DLTR,110,161.81
ED,143,93.0
EWU,6169,32.15
GNR,3395,60.92
KSA,4254,49.89
SBN2,2,0.19
TIP,691,118.43
XLE,1728,80.75
ZB   JUN 22,1,137.38
ZC   JUL 22,1,7.92
