Symbol,Quantity,AvgPrice
ABBV,-400,147.1
ABC,-515,150.55
ADM,-894,89.43
BMY,-1126,75.38
CF,-447,97.29
CTN2,-3,1.48
CTVA,-1816,57.12
DLTR,-506,161.83
ED,-910,92.8
EWU,-9447,32.07
EXC,-1756,46.85
FE,-11299,43.23
GNR,-4865,59.43
GOILM2,8,1161.56
HOM2,6,4.03
HRL,-1674,52.26
HSY,-415,222.0
IAU,-8295,35.42
KE   JUL 22,-21,11.03
KO,6286,63.8
KSA,-6067,50.64
MCK,-263,307.97
NGM2,-4,7.45
QQQ,-22237,314.22
SBN2,-10,0.19
SRE,-550,160.89
STIP,-15151,103.3
TIP,-3849,119.17
VRTX,-393,258.34
XLE,-3422,75.46
ZB   JUN 22,-3,139.11
ZC   JUL 22,-5,7.99
ZL   JUL 22,19,0.81
ZO   JUL 22,30,6.56
ZS   JUL 22,11,16.5
ZT   JUN 22,-2,105.37
ZW   JUL 22,-22,10.56
