Symbol,Quantity,AvgPrice
2823,-343400,14.65
ABBV,-425,151.54
ABC,-479,157.33
ADM,-746,89.2
BMY,-975,76.42
CF,-341,97.25
CTN2,-2,1.45
CTVA,-1215,55.42
DLTR,-419,161.87
ED,-812,93.46
EWU,-7641,31.54
EXC,-1463,46.82
GNR,-4058,60.29
GOILM2,-2,1107.25
HOM2,-1,4.02
HRL,-1354,51.66
HSY,-322,224.29
IAU,-6673,35.84
KO,-973,64.68
KSA,-5437,49.88
MCK,-247,327.53
NGM2,-3,8.44
QQQ,-14260,310.62
SBN2,-9,0.19
SRE,-378,162.41
STIP,-11050,103.21
TIP,-18316,118.22
VRTX,-193,256.84
XLE,-3457,81.31
ZB   JUN 22,-3,137.07
ZC   JUL 22,-5,7.85
ZL   JUL 22,-4,0.8
ZO   JUL 22,-5,6.61
ZS   JUL 22,-2,16.28
ZT   JUN 22,-1,105.45
