Symbol,Quantity,AvgPrice
ABBV,327,150.52
ABC,316,152.06
ADM,590,86.55
AEP,3492,100.67
AMGN,1407,249.49
BMY,608,77.23
CF,703,99.62
CLN2,-7,110.24
COILQ2,-7,110.24
CTN2,-11,1.43
CTVA,856,60.25
CTZ2,12,1.26
DLTR,-2195,129.01
ED,479,97.92
EXC,1068,47.87
GNR,14120,61.48
GOILM2,-8,1061.66
HSY,-1458,209.34
KE   JUL 22,13,12.73
KO,-4937,62.67
KSA,-44766,44.23
MCK,141,326.43
MO,-5809,51.99
PGR,3137,112.88
QQQ,5680,291.1
SBN2,37,0.2
SO,4743,74.28
SRE,327,163.36
VRTX,176,265.55
XLE,10495,83.61
ZS   JUL 22,10,16.9
ZW   JUL 22,14,11.86
