Symbol,Quantity,AvgPrice
ABBV,-319,150.55
ABC,-265,148.15
ADM,-373,82.89
BMY,-584,76.06
CF,-322,100.16
CLN2,-1,107.52
COILQ2,-1,107.8
CTN2,-2,1.46
CTVA,-875,57.43
ED,-536,94.01
EXC,-1049,46.84
GNR,-5344,59.58
GOILM2,-1,1044.5
HON2,-1,3.62
HSY,-134,204.14
IAU,-5658,35.04
KO,-497,60.19
KSA,-8045,45.1
MCK,-113,316.06
MO,-806,51.73
NGN2,-1,8.54
QQQ,-7999,291.61
RBN2,-1,3.59
SRE,-308,160.92
VRTX,-146,253.37
XLE,-3219,81.0
ZB   JUN 22,-12,141.23
ZB   SEP 22,10,140.2
ZC   JUL 22,-3,7.85
ZL   JUL 22,-3,0.8
ZT   JUN 22,-8,105.69
ZT   SEP 22,7,105.32
