Symbol,Quantity,AvgPrice
ARKK,13000,77.7
BMNR,100,67.24
CACI,10000,495.33
SPMO,8600,118.27
USD.SGD,-5700000,1.28
UTES,5600,81.32
UUP,-473000,27.31
