Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LB,STK,66.84,11115,11219,104,0.936,0.192,749870.17
PWR,STK,95.7,15581,15671,90,0.578,0.385,1499740.74
DE,STK,383.07,3885,3915,30,0.772,0.385,1499740.74
SIVB,STK,518.94,2901,2890,-11,-0.379,0.385,1499740.74
DFS,STK,101.54,14554,14770,216,1.484,0.385,1499740.74
TT,STK,171.96,8707,8721,14,0.161,0.385,1499740.74
HCA,STK,196.93,7672,7616,-56,-0.73,0.385,1499740.74
MHK,STK,204.81,7361,7323,-38,-0.516,0.385,1499740.74
IVZ,STK,26.51,55332,56573,1241,2.243,0.385,1499740.74
RF,STK,21.2,70794,70742,-52,-0.073,0.385,1499740.74
TPR,STK,46.56,32098,32211,113,0.352,0.385,1499740.74
OKE,STK,51.6,28336,29065,729,2.573,0.385,1499740.74
FITB,STK,38.2,38965,39260,295,0.757,0.385,1499740.74
URI,STK,328.14,4562,4570,8,0.175,0.385,1499740.74
COF,STK,136.68,11007,10973,-34,-0.309,0.385,1499740.74
UAA,STK,22.05,33724,34008,284,0.842,0.192,749870.17
QQQ,STK,341.67,212689,214457,1768,0.831,18.81,73273561.22
ARKK,STK,123.57,18901,19506,605,3.201,0.619,2410327.76
IJS,STK,102.42,46705,47068,363,0.777,1.238,4820655.52
EWT,STK,62.26,77015,77428,413,0.536,1.238,4820655.52
XLE,STK,48.27,48702,49934,1232,2.53,0.619,2410327.76
DIA,STK,341.14,11205,11305,100,0.892,0.99,3856503.22
2823,STK,2.51,1939700,1920580,-19120,-0.986,1.238,4820655.52
EZU,STK,48.96,98591,98461,-130,-0.132,1.238,4820655.52
EWD,STK,48.33,50346,59847,9501,18.871,0.743,2892393.39
XACTOMXS3,STK,34.88,69398,55283,-14115,-20.339,0.495,1928262.13
IAU,STK,17.04,228436,228607,171,0.075,1,3895457.8
FLRN,STK,30.63,755337,763067,7730,1.023,6,23372746.8
ZT,FUT,220739.44,105,106,1,0.952,6,23372746.8
Z3N,FUT,232159.09,100,101,1,1,6,23372746.8
3KTB,FUT,99314.53,233,235,2,0.858,6,23372746.8
BTS,FUT,136075.53,171,172,1,0.585,6,23372746.8
HG,FUT,106695.29,17,17,0,0,0.462,1797903.75
TSR20,FUT,8115,218,222,4,1.835,0.462,1797903.75
ZS,FUT,72262.52,25,25,0,0,0.462,1797903.75
PA,FUT,282771.67,6,6,0,0,0.462,1797903.75
SCI,FUT,17639.06,102,102,0,0,0.462,1797903.75
ZC,FUT,29722.5,60,60,0,0,0.462,1797903.75
RB,FUT,85632.95,21,21,0,0,0.462,1797903.75
AH,FUT,58171.48,31,31,0,0,0.462,1797903.75
NI,FUT,97079.67,9,9,0,0,0.231,898951.68
HO,FUT,79510.18,22,23,1,4.545,0.462,1797903.75
HE,FUT,40634,21,22,1,4.762,0.231,898951.68
ZL,FUT,33836.19,53,53,0,0,0.462,1797903.75
PL,FUT,61100.43,30,29,-1,-3.333,0.462,1797903.75
SB,FUT,18470.07,98,97,-1,-1.02,0.462,1797903.75
,,,,,,,,
,,,,,,,4.55,272682048.4
