Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LB,STK,62.79,9311,9514,203,2.18,0.192,597393.59
PWR,STK,92.15,12511,12966,455,3.637,0.385,1194787.49
DE,STK,375.61,3069,3181,112,3.649,0.385,1194787.49
SIVB,STK,489.81,2347,2439,92,3.92,0.385,1194787.49
DFS,STK,98.92,11629,12078,449,3.861,0.385,1194787.49
TT,STK,167.64,6868,7127,259,3.771,0.385,1194787.49
HCA,STK,186.38,6118,6410,292,4.773,0.385,1194787.49
MHK,STK,200.68,5717,5954,237,4.146,0.385,1194787.49
IVZ,STK,25.83,44355,46256,1901,4.286,0.385,1194787.49
RF,STK,21.08,54793,56679,1886,3.442,0.385,1194787.49
TPR,STK,42.86,26941,27877,936,3.474,0.385,1194787.49
OKE,STK,51.26,22538,23308,770,3.416,0.385,1194787.49
FITB,STK,38.33,30084,31171,1087,3.613,0.385,1194787.49
URI,STK,325.43,3469,3671,202,5.823,0.385,1194787.49
COF,STK,132.03,8615,9049,434,5.038,0.385,1194787.49
UAA,STK,23.26,25035,25683,648,2.588,0.192,597393.59
QQQ,STK,331.23,170149,176235,6086,3.577,18.81,58374312.45
ARKK,STK,124.1,15272,15473,201,1.316,0.619,1920218.2
IJS,STK,102.03,36212,37640,1428,3.943,1.238,3840436.4
EWT,STK,60.56,61034,63415,2381,3.901,1.238,3840436.4
XLE,STK,49.2,37448,39029,1581,4.222,0.619,1920218.2
DIA,STK,334.47,8835,9186,351,3.973,0.99,3072332.23
2823,STK,2.51,2910800,3060109,149309,5.129,2.475,7680872.79
XACTOMXS3,STK,33.21,112709,115641,2932,2.601,1.238,3840436.4
IAU,STK,16.56,181050,187401,6351,3.508,1,3103365.89
FLRN,STK,30.61,585368,608304,22936,3.918,6,18620195.36
ZT,FUT,220745.22,81,84,3,3.704,6,18620195.36
Z3N,FUT,232073.29,77,80,3,3.896,6,18620195.36
3KTB,FUT,99044.49,182,188,6,3.297,6,18620195.36
BTS,FUT,134502.6,134,138,4,2.985,6,18620195.36
KE,FUT,27974.02,49,51,2,4.082,0.462,1432322.84
HG,FUT,102092.86,14,14,0,0,0.462,1432322.84
TSR20,FUT,8393.33,165,171,6,3.636,0.462,1432322.84
ZS,FUT,71125,19,20,1,5.263,0.462,1432322.84
PA,FUT,263254,5,5,0,0,0.462,1432322.84
SCI,FUT,16907.82,83,85,2,2.41,0.462,1432322.84
ZC,FUT,27846.8,50,51,1,2,0.462,1432322.84
RB,FUT,83118,17,17,0,0,0.462,1432322.84
AH,FUT,56077,25,26,1,4,0.462,1432322.84
NI,FUT,100215.43,7,7,0,0,0.231,716161.26
HO,FUT,75873,18,19,1,5.556,0.462,1432322.84
HE,FUT,42208.81,16,17,1,6.25,0.231,716161.26
ZL,FUT,32497.63,43,44,1,2.326,0.462,1432322.84
PL,FUT,62035.57,23,23,0,0,0.462,1432322.84
,,,,,,,,
,,,,,,,,
,,,,,,,3.858,217235614.4
