Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LB,STK,67.44,8969,9782,813,9.065,0.192,659720.53
PWR,STK,97.85,12122,13484,1362,11.236,0.385,1319441.4
DE,STK,379.8,3122,3474,352,11.275,0.385,1319441.4
SIVB,STK,571.81,2048,2307,259,12.646,0.385,1319441.4
DFS,STK,112.01,11173,11780,607,5.433,0.385,1319441.4
TT,STK,174.36,6873,7567,694,10.097,0.385,1319441.4
HCA,STK,198.49,5923,6647,724,12.224,0.385,1319441.4
MHK,STK,207.7,5747,6353,606,10.545,0.385,1319441.4
IVZ,STK,27.23,45689,48455,2766,6.054,0.385,1319441.4
RF,STK,21.5,56299,61369,5070,9.005,0.385,1319441.4
TPR,STK,47.5,25830,27778,1948,7.542,0.385,1319441.4
OKE,STK,52.13,23542,25311,1769,7.514,0.385,1319441.4
FITB,STK,40,30632,32986,2354,7.685,0.385,1319441.4
URI,STK,324.55,3662,4065,403,11.005,0.385,1319441.4
COF,STK,144.36,8590,9140,550,6.403,0.385,1319441.4
UAA,STK,24.03,25253,27454,2201,8.716,0.192,659720.53
QQQ,STK,341.83,169733,188587,18854,11.108,18.81,64464588.89
IJS,STK,103.72,40858,44979,4121,10.086,1.361,4665226.22
EWT,STK,65.09,64380,71673,7293,11.328,1.361,4665226.22
XLE,STK,50.63,39708,41883,2175,5.477,0.619,2120557.34
DIA,STK,339.74,8996,9987,991,11.016,0.99,3392873.1
2823,STK,2.59,1653700,1801246,147546,8.922,1.361,4665226.22
EZU,STK,49.4,85404,94438,9034,10.578,1.361,4665226.22
EWD,STK,47.63,88184,97947,9763,11.071,1.361,4665226.22
XACTOMXS3,STK,,0,,,,0,0
IAU,STK,16.91,181822,202670,20848,11.466,1,3427144.54
FLRN,STK,30.62,604806,671550,66744,11.036,6,20562867.27
ZT,FUT,220741.73,84,93,9,10.714,6,20562867.27
Z3N,FUT,232129.91,80,89,9,11.25,6,20562867.27
3KTB,FUT,100026.31,186,206,20,10.753,6,20562867.27
BTS,FUT,136953.57,136,150,14,10.294,6,20562867.27
HG,FUT,113459.63,19,21,2,10.526,0.692,2372638.56
TSR20,FUT,8382.11,259,283,24,9.266,0.692,2372638.56
ZS,FUT,76187.18,28,31,3,10.714,0.692,2372638.56
PA,FUT,293905.71,7,8,1,14.286,0.692,2372638.56
SCI,FUT,18758.04,112,126,14,12.5,0.692,2372638.56
ZC,FUT,32562.49,65,73,8,12.308,0.692,2372638.56
RB,FUT,87305.4,25,27,2,8,0.692,2372638.56
AH,FUT,60210.61,36,39,3,8.333,0.692,2372638.56
NI,FUT,105136.09,11,11,0,0,0.346,1186319.11
HO,FUT,82458.59,27,29,2,7.407,0.692,2372638.56
HE,FUT,43730.4,25,27,2,8,0.346,1186319.11
ZL,FUT,37122,57,64,7,12.281,0.692,2372638.56
PL,FUT,60744.5,34,39,5,14.706,0.692,2372638.56
SB,FUT,19373.09,111,122,11,9.91,0.692,2372638.56
,,,,,,,,
,,,,,,,4.015,250181552.9
