Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LB,STK,48.58,14231,12442,-1789,-12.571,0.385,604454.49
ALGN,STK,599.53,1131,1008,-123,-10.875,0.385,604454.49
PWR,STK,76.83,8965,7867,-1098,-12.248,0.385,604454.49
DE,STK,312.08,2191,1937,-254,-11.593,0.385,604454.49
ALB,STK,151.8,4246,3982,-264,-6.218,0.385,604454.49
SIVB,STK,530.12,1323,1140,-183,-13.832,0.385,604454.49
DFS,STK,91.7,7279,6592,-687,-9.438,0.385,604454.49
TT,STK,151.3,4593,3995,-598,-13.02,0.385,604454.49
AES,STK,28.76,24032,21017,-3015,-12.546,0.385,604454.49
HCA,STK,176.44,3993,3426,-567,-14.2,0.385,604454.49
MHK,STK,168.53,4060,3587,-473,-11.65,0.385,604454.49
GM,STK,52.89,13084,11429,-1655,-12.649,0.385,604454.49
TGT,STK,193.6,3646,3122,-524,-14.372,0.385,604454.49
IVZ,STK,22.58,30472,26769,-3703,-12.152,0.385,604454.49
DISCA,STK,48.97,14798,12343,-2455,-16.59,0.385,604454.49
QQQ,STK,332.17,120531,105292,-15239,-12.643,22.275,34974900.58
ARKK,STK,150.62,29052,25801,-3251,-11.19,2.475,3886103.92
2823,STK,2.94,1469400,1321804,-147596,-10.045,2.475,3886103.92
IAU,STK,17.02,531745,461264,-70481,-13.255,5,7850704.85
IGIB,STK,60.96,166834,144885,-21949,-13.156,5.625,8832208.12
TN,FUT,151390.63,67,58,-9,-13.433,5.625,8832208.12
UB,FUT,196438.71,52,45,-7,-13.462,5.625,8832208.12
ZB,FUT,164468.76,62,54,-8,-12.903,5.625,8832208.12
ZF,FUT,125428.59,81,70,-11,-13.58,5.625,8832208.12
ZN,FUT,135824.27,75,65,-10,-13.333,5.625,8832208.12
ZT,FUT,220999.26,46,40,-6,-13.043,5.625,8832208.12
CGB,FUT,114497.74,89,77,-12,-13.483,5.625,8832208.12
BTS,FUT,136538.55,75,65,-10,-13.333,5.625,8832208.12
BTP,FUT,183211.89,56,48,-8,-14.286,5.625,8832208.12
GBX,FUT,255383.93,27,23,-4,-14.815,3.749,5886406
KE,FUT,31226.27,11,10,-1,-9.091,0.2,314028.25
HG,FUT,97857.5,4,3,-1,-25,0.2,314028.25
TSR20,FUT,8350.3,44,38,-6,-13.636,0.2,314028.25
ZS,FUT,68937.6,5,5,0,0,0.2,314028.25
PA,FUT,236907.5,2,1,-1,-50,0.2,314028.25
SCI,FUT,16435.18,22,19,-3,-13.636,0.2,314028.25
ZC,FUT,27475,13,11,-2,-15.385,0.2,314028.25
RB,FUT,76523.8,5,4,-1,-20,0.2,314028.25
AH,FUT,53787.57,7,6,-1,-14.286,0.2,314028.25
NI,FUT,113652.33,3,3,0,0,0.2,314028.25
,,,,,,,,
,,,,,,,5.431,157013400.32
