Symbol,Quantity,AvgPrice
CNXT,22200,45.13
COPX,6200,81.5
ETHA,18000,15.24
EWY,400,126.5
IBIT,13000,39.03
QQQ,1520,595.3
SCHD,33800,31.0
SCO,54400,9.37
SPY 30JUN26 571 P,500,7.28
SPY 30JUN26 680 P,-500,27.82
UAL,17300,88.19
UAL 17DEC27 70 C,100,34.27
UAL 17DEC27 82.5 P,-300,18.91
UUP,-56000,27.45
VDE,-4000,158.46
XLE,-13000,56.26
