Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,359.19,508,508,0,-0.787,0.333,180999.12
NOC,STK,512.44,359,359,0,-1.671,0.333,180999.12
MRK,STK,92.94,1963,1963,0,-0.815,0.333,180999.12
K,STK,71.76,2488,2488,0,1.367,0.333,180997.33
WM,STK,159.21,1105,1105,0,2.896,0.333,180997.33
GIS,STK,76.67,2282,2361,79,3.462,0.333,180997.33
CTVA,STK,61.93,2926,2926,0,-0.103,0.333,180997.33
LLY,STK,329.07,556,556,0,-1.079,0.333,180997.33
HSY,STK,224.74,809,809,0,-0.494,0.333,180997.33
BMY,STK,70.35,2574,2574,0,-0.039,0.333,180997.33
MOH,STK,354.36,518,518,0,-1.351,0.333,180997.33
ADM,STK,88,2062,2062,0,-0.242,0.333,180997.33
AMGN,STK,247.45,738,738,0,-0.949,0.333,180997.33
CI,STK,294.31,609,609,0,0.985,0.333,180997.33
HUM,STK,505.35,366,366,0,-2.186,0.333,180997.33
QQQ,STK,266.62,48655,48655,0,0.458,24,13031937.79
XLE,STK,84.04,16181,16181,0,-0.173,2.5,1357493.52
IXC,STK,37.91,35733,35733,0,0.21,2.5,1357493.52
ZT,FUT,203898.33,3,3,0,0,1,542997.41
CGZ,FUT,74383.86,7,7,0,0,1,542997.41
GBS,FUT,103659.8,5,5,0,0,1,542997.41
BTS,FUT,102213.4,5,5,0,0,1,542997.41
IAU,STK,30.83,17674,17674,0,-0.345,1,542997.41
ZM,FUT,40975,7,7,0,0,0.526,285788.12
GOIL,FUT,105275,3,3,0,0,0.526,285788.12
ZC,FUT,34037.5,8,8,0,0,0.526,285788.12
COIL,FUT,90243,3,3,0,0,0.526,285788.12
RB,FUT,103626.67,3,3,0,0,0.526,285788.12
HO,FUT,147022.5,2,2,0,0,0.526,285788.12
ZS,FUT,69062.5,-4,-4,0,0,-0.526,285788.12
ZSLME,FUT,75245.38,-8,-8,0,0,-1.053,571576.45
GF,FUT,89725,-6,-6,0,0,-1.053,571576.45
CT,FUT,38350,-15,-15,0,0,-1.053,571576.45
LE,FUT,60641.2,-10,-9,1,-10,-1.053,571576.45
KC,FUT,70350,-8,-8,0,0,-1.053,571576.45
NG,FUT,56290,-10,-10,0,0,-1.053,571576.45
,,,,,,,,
,,,,,,,0.839,26606852.74
