Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
ADM,STK,85.8,2078,1919,-159,-7.652,0.333,164683.52
AMGN,STK,237.4,775,694,-81,-10.452,0.333,164683.52
BMY,STK,68.1,2575,2418,-157,-6.097,0.333,164683.52
BTS,FUT,102174.24,0,5,5,Inf,1,494055.51
CGF,FUT,80176.29,7,0,-7,-100,0,0
CGZ,FUT,74477.88,8,7,-1,-12.5,1,494055.51
COIL,FUT,94170,5,5,0,0,0.952,470529.08
CT,FUT,43630,-7,-5,2,-28.571,-0.476,235264.54
CTVA,STK,61.05,2919,2698,-221,-7.571,0.333,164683.52
GBS,FUT,103730.2,5,5,0,0,1,494055.51
GF,FUT,86525,-3,-3,0,0,-0.476,235264.54
GIS,STK,76.41,2357,2155,-202,-8.57,0.333,164683.52
GOIL,FUT,104950,4,4,0,0,0.952,470529.08
HE,FUT,31900,-8,-7,1,-12.5,-0.476,235264.54
HG,FUT,84975,-3,-3,0,0,-0.476,235264.54
HO,FUT,156512.33,3,3,0,0,0.952,470529.08
HSY,STK,223.55,805,737,-68,-8.447,0.333,164683.52
IAU,STK,31.57,16694,15650,-1044,-6.254,1,494055.51
IXC,STK,36.39,35838,33942,-1896,-5.29,2.5,1235138.77
K,STK,70.85,2549,2324,-225,-8.827,0.333,164683.52
LE,FUT,58840,-4,-4,0,0,-0.476,235264.54
LLY,STK,320,544,515,-29,-5.331,0.333,164683.52
MCK,STK,347.32,512,474,-38,-7.422,0.333,164685.15
MOH,STK,350.45,509,470,-39,-7.662,0.333,164683.52
MRK,STK,90.48,2016,1820,-196,-9.722,0.333,164685.15
NOC,STK,500.1,358,329,-29,-8.101,0.333,164685.15
QQQ,STK,264.12,47609,44894,-2715,-5.703,24,11857332.21
RB,FUT,108815.5,4,4,0,0,0.952,470529.08
SCI,FUT,9455,-26,-25,1,-3.846,-0.476,235264.54
SRE,STK,147.55,1208,1116,-92,-7.616,0.333,164685.15
WEC,STK,85.3,2077,1931,-146,-7.029,0.333,164683.52
WM,STK,155.5,1144,1059,-85,-7.43,0.333,164683.52
XLE,STK,78.66,16361,15702,-659,-4.028,2.5,1235138.77
ZC,FUT,34737.53,15,14,-1,-6.667,0.952,470529.08
ZM,FUT,40450,12,12,0,0,0.952,470529.08
ZS,FUT,68375,7,7,0,0,0.952,470529.08
ZSLME,FUT,73493,-3,-3,0,0,-0.476,235264.54
ZT,FUT,204984.33,3,2,-1,-33.333,1,494055.51
,,,,,,,,
,,,,,,,0.774,24208701.96
