Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,352.65,491,491,0,-0.204,0.333,172659.57
SRE,STK,141.5,1216,0,-1216,-100,0,0
NOC,STK,466.2,347,370,23,6.628,0.333,172659.57
MRK,STK,92.17,1880,1880,0,-0.372,0.333,172659.57
K,STK,72.01,2324,2398,74,3.184,0.333,172657.86
WM,STK,154.73,1105,1105,0,0.995,0.333,172657.86
GIS,STK,78.3,2155,2155,0,2.32,0.333,172657.86
WEC,STK,84.3,2052,0,-2052,-100,0,0
CTVA,STK,59,2698,2926,228,8.451,0.333,172657.86
LLY,STK,331.39,515,515,0,1.165,0.333,172657.86
HSY,STK,222.71,763,763,0,1.573,0.333,172657.86
BMY,STK,70.62,2457,2457,0,-0.488,0.333,172657.86
MOH,STK,351.86,487,487,0,0.821,0.333,172657.86
ADM,STK,83.73,1919,2062,143,7.452,0.333,172657.86
AMGN,STK,251.8,694,694,0,-1.153,0.333,172657.86
CI,STK,296.08,0,583,583,Inf,0.333,172657.86
HUM,STK,500,0,345,345,Inf,0.333,172657.86
QQQ,STK,264.1,46421,46421,0,1.4,24,12431490.55
XLE,STK,80.99,15702,15702,0,1.828,2.5,1294946.93
IXC,STK,36.24,33942,35733,1791,5.277,2.5,1294946.93
ZT,FUT,204539,3,3,0,0,1,517978.77
CGZ,FUT,74537.86,7,7,0,0,1,517978.77
GBS,FUT,104093.2,5,5,0,0,1,517978.77
BTS,FUT,102505.6,5,5,0,0,1,517978.77
IAU,STK,31.46,16576,16576,0,-0.67,1,517978.77
ZM,FUT,41040,12,7,-5,-41.667,0.526,272620.41
GOIL,FUT,110316,5,2,-3,-60,0.526,272620.41
ZC,FUT,34512.5,14,8,-6,-42.857,0.526,272620.41
COIL,FUT,91740,5,3,-2,-40,0.526,272620.41
RB,FUT,110380.25,4,2,-2,-50,0.526,272620.41
HO,FUT,169096.33,3,2,-1,-33.333,0.526,272620.41
ZS,FUT,69225,7,-4,-11,-157.143,-0.526,272620.41
ZSLME,FUT,72759.67,-3,-7,-4,133.333,-1.053,545241.03
GF,FUT,87450,-3,-6,-3,100,-1.053,545241.03
CT,FUT,41785,-6,-13,-7,116.667,-1.053,545241.03
LE,FUT,59110,-4,-9,-5,125,-1.053,545241.03
KC,FUT,74362.5,0,-7,-7,-Inf,-1.053,545241.03
NG,FUT,65400,0,-8,-8,-Inf,-1.053,545241.03
HE,FUT,32950,-8,0,8,-100,0,0
HG,FUT,86062.67,-3,0,3,-100,0,0
SCI,FUT,9180,-27,0,27,-100,0,0
,,,,,,,,
,,,,,,,0.808,25380940.34
