Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,382.43,471,471,0,-0.637,0.333,179068.49
NOC,STK,526.75,339,339,0,0.295,0.333,179068.49
MRK,STK,97.88,1832,1832,0,-0.164,0.333,179068.49
K,STK,74.09,2438,2438,0,-0.861,0.333,179066.72
GIS,STK,78.3,2361,2287,-74,-3.134,0.333,179066.72
CTVA,STK,64.96,2816,2816,0,-2.095,0.333,179066.72
LLY,STK,351.31,513,513,0,-0.585,0.333,179066.72
HSY,STK,234.12,769,769,0,-0.52,0.333,179066.72
BMY,STK,73.5,2444,2444,0,-0.327,0.333,179066.72
MOH,STK,366.25,489,489,0,0,0.333,179066.72
ADM,STK,91.14,1998,1998,0,-1.652,0.333,179066.72
AMGN,STK,262.08,683,683,0,0,0.333,179066.72
CI,STK,311.2,579,579,0,-0.691,0.333,179066.72
HUM,STK,536,342,342,0,-2.339,0.333,179066.72
AZO,STK,2439.89,74,74,0,-1.351,0.333,179066.72
QQQ,STK,279.89,51902,51902,0,-0.154,27,14504549.52
XLE,STK,87.8,15452,15452,0,-1.01,2.5,1343013.84
IXC,STK,38.99,34377,34377,0,0.198,2.5,1343013.84
ZT,FUT,204648.33,3,3,0,0,1,537205.54
CGZ,FUT,76052.86,7,7,0,0,1,537205.54
GBS,FUT,107059,5,5,0,0,1,537205.54
BTS,FUT,106016.4,5,5,0,0,1,537205.54
IAU,STK,31.7,17674,16947,-727,-4.113,1,537205.54
ZM,FUT,41780,7,7,0,0,0.526,282739.76
GOIL,FUT,107990.33,3,3,0,0,0.526,282739.76
ZC,FUT,34425,8,8,0,0,0.526,282739.76
RB,FUT,107742.67,3,3,0,0,0.526,282739.76
HO,FUT,150167,2,2,0,0,0.526,282739.76
HE,FUT,35390,8,8,0,0,0.526,282739.76
ZS,FUT,70162.5,-4,-4,0,0,-0.526,282739.76
CT,FUT,39370,-15,-14,1,-6.667,-1.053,565479.74
KC,FUT,69131.25,-8,-8,0,0,-1.053,565479.74
NG,FUT,60870,-10,-9,1,-10,-1.053,565479.74
SCI,FUT,8655,-65,-65,0,0,-1.053,565479.74
TSR20,FUT,6100,-92,-92,0,1.087,-1.053,565479.74
ZO,FUT,17633.61,-31,-32,-1,3.226,-1.053,565479.74
,,,,,,,,
,,,,,,,0.847,27934667.77
