Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,346.74,626,626,0,0.319,0.333,217795.93
ED,STK,87.66,2441,2441,0,1.803,0.333,217795.93
SRE,STK,155.12,1413,1413,0,-0.637,0.333,217795.93
NOC,STK,485.71,455,455,0,-1.538,0.333,217795.93
MRK,STK,87.55,2470,2470,0,0.729,0.333,217795.93
K,STK,71.07,2992,2992,0,2.406,0.333,217793.77
SO,STK,69.73,3084,3084,0,1.265,0.333,217793.77
WM,STK,165.09,1322,1322,0,-0.227,0.333,217793.77
DTE,STK,116.93,1810,1810,0,2.928,0.333,217793.77
GIS,STK,78.48,2753,2753,0,0.799,0.333,217793.77
WEC,STK,92.6,2331,2331,0,0.901,0.333,217793.77
CTVA,STK,59.18,3740,3740,0,-1.604,0.333,217793.77
LLY,STK,321.55,648,677,29,4.475,0.333,217793.77
HSY,STK,224.56,955,955,0,1.571,0.333,217793.77
BMY,STK,70.53,2961,3088,127,4.289,0.333,217793.77
QQQ,STK,279.62,56269,56269,0,-0.334,24,15681308.38
XLE,STK,77.2,8757,8464,-293,-3.346,1,653387.85
IXC,STK,35.16,19127,19127,0,-2.844,1,653387.85
ZT,FUT,206234.33,3,3,0,0,1,653387.85
CGB,FUT,91689.71,7,7,0,0,1,653387.85
CGF,FUT,83025.25,8,8,0,0,1,653387.85
CGZ,FUT,76214.75,8,9,1,12.5,1,653387.85
GBS,FUT,106599.72,0,6,6,Inf,1,653387.85
IAU,STK,32.49,20262,20262,0,-0.75,1,653387.85
ZM,FUT,40730,4,4,0,0,0.263,171944.17
ZS,FUT,68962.5,2,2,0,0,0.263,171944.17
GOIL,FUT,99882,2,2,0,0,0.263,171944.17
ZC,FUT,34150,5,5,0,0,0.263,171944.17
COIL,FUT,89711,2,2,0,0,0.263,171944.17
RB,FUT,107382.5,2,2,0,0,0.263,171944.17
HO,FUT,144368,-1,-1,0,0,-0.263,171944.17
ALI,FUT,57517.17,-6,-6,0,0,-0.526,343888.48
ZSLME,FUT,75348.75,-4,-5,-1,25,-0.526,343888.48
GF,FUT,88012.5,-4,-4,0,0,-0.526,343888.48
KC,FUT,81900,-4,-4,0,0,-0.526,343888.48
CT,FUT,43340,-8,-8,0,0,-0.526,343888.48
HE,FUT,31070,-11,-11,0,0,-0.526,343888.48
,,,,,,,,
,,,,,,,0.841,27442268.6
