Symbol,Quantity,AvgPrice
BKNG,-17,3030.07
BR,-314,184.09
BRK B,-145,364.63
BRO,-817,72.79
CCZ3,-3,3574.0
CEG,-543,110.12
CLX3,-1,90.45
COILG4,-1,90.68
DCV3,-2,17.13
ETN,-269,211.03
FMB,-4232,49.65
FPE,-13327,16.12
GE,-424,113.3
GFV3,-1,2.58
GOILV3,-1,1007.75
HOF4,-1,3.13
HYG,-4967,74.06
IAU,-4919,36.34
IGIB,-4100,48.98
IGSB,-7398,49.81
LLY,-97,550.85
PANW,-225,229.0
PWR,-300,189.39
QQQ,-11643,360.13
RSG,-418,148.42
SGEN,-281,207.01
STIP,-3776,97.01
VRSK,-252,242.33
WMT,-383,163.39
WST,-127,374.71
XLE,-1820,89.98
XLF,-4651,34.15
