Symbol,Quantity,AvgPrice
ANET,-2926,191.72
BR,368,188.2
BRK B,1782,365.57
BRO,1173,73.28
CARR,11029,58.75
CCZ3,4,3667.5
CEG,810,109.16
CHD,-5884,96.29
CLX3,1,86.58
COILG4,11,88.92
COILX3,-9,90.93
CTZ3,-20,0.88
DCU3,3,18.43
ETN,321,236.02
FDX,-2251,254.7
FMB,8266,50.04
FPE,25811,16.1
GE,659,112.4
GOILV3,1,986.25
HOF4,7,3.07
HOV3,-6,3.38
HYD,8322,50.29
HYG,5524,74.66
IAU,5711,36.44
IGIB,8291,49.46
IGSB,8277,49.96
INDA,-39044,45.35
KSA,5908,40.21
LLY,110,594.36
PANW,224,251.08
PWR,366,205.78
QQQ,17098,374.5
RBV3,-8,2.68
RSG,4425,147.12
SBH4,33,0.27
SGEN,376,204.7
STIP,4240,97.2
TDG,-650,865.69
VRSK,324,244.07
WMT,3951,164.1
WST,215,397.18
XLE,21086,91.63
ZO   DEC 23,39,4.98
