Symbol,Quantity,AvgPrice
BKNG,-25,3075.19
BR,-431,185.08
BRK B,-218,362.11
BRO,-1006,72.57
CCZ3,-3,3597.0
CEG,-737,109.65
CLX3,-1,90.38
COILG4,-1,90.12
DCV3,-3,17.14
ETN,-340,212.13
FMB,-9337,49.49
FPE,-28224,16.0
GE,-693,112.79
GOILV3,-2,984.88
HOF4,-1,3.07
HYG,-6342,74.17
IAU,-6788,36.5
IGIB,-9625,49.14
IGSB,-9815,49.9
LLY,-117,552.76
PANW,-315,229.11
PWR,-310,188.0
QQQ,-19809,360.7
RSG,-507,147.18
SGEN,-472,213.68
STIP,-5052,97.11
VRSK,-290,243.41
WMT,-487,162.81
WST,-181,374.51
XLE,-2704,89.75
XLF,-6729,33.89
