Symbol,Quantity,AvgPrice
ALIV3,3,2179.75
ANET,2789,197.27
BR,268,187.9
BRO,702,73.18
CCZ3,4,3661.5
CEG,422,106.1
CHD,5718,95.86
CLX3,10,86.41
COILX3,9,90.32
CTZ3,19,0.88
DCU3,22,18.69
ETN,198,229.76
EWZ,-46919,31.21
FDX,227,259.31
FMB,6306,50.04
FPE,19316,16.12
GE,482,113.18
GFV3,-6,2.54
GOILV3,9,933.33
HEV3,11,0.84
HGZ3,4,3.84
HOV3,6,3.21
HYD,6627,50.34
HYG,4285,74.73
IAU,4629,36.5
IGIB,66422,49.52
IGSB,6463,49.98
INDA,37325,44.37
KE   DEC 23,10,7.24
KSA,4119,40.71
LEV3,-10,1.8
LLY,74,559.72
PANW,190,242.75
PH,-1189,413.59
PWR,217,208.51
QQQ,12666,377.65
RBV3,8,2.64
RSG,-3412,144.85
SBV3,3,0.26
SGEN,240,207.91
SIZ3,-6,24.07
STIP,3337,97.07
TDG,53,894.42
VRSK,207,241.43
WST,133,404.75
ZC   DEC 23,15,4.85
ZO   DEC 23,-28,4.87
ZW   DEC 23,12,6.0
