Symbol,Quantity,AvgPrice
BKNG,162,3191.6
BR,-425,185.47
BRK B,-263,370.25
BRO,-1147,73.44
CARR,-12147,54.8
CCZ3,-4,3643.75
CEG,-867,111.48
CLX3,-2,90.86
COILG4,-2,91.26
DCU3,-26,18.36
DCV3,23,18.02
ETN,-416,219.9
FMB,-12930,49.96
FPE,-33948,16.16
GE,-930,116.84
GFV3,6,2.63
GOILV3,-1,974.5
HOF4,-2,3.08
HYD,-77222,50.06
HYG,-7075,74.7
IAU,-8902,36.5
IGIB,-12940,49.39
IGSB,-12927,49.96
KSA,-50040,39.22
LLY,-125,571.87
PANW,-332,242.09
PWR,-493,199.73
QQQ,-18654,370.82
RSG,-700,149.48
SBH4,-32,0.27
SGEN,-481,207.77
STIP,-5441,97.25
VRSK,-370,246.56
WMT,-559,163.91
WST,-227,394.65
XLF,48178,34.71
ZO   DEC 23,-41,4.75
