Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
EXC,STK,48.58,12437,10560,-1877,-15.092,0.298,512995.01
MCK,STK,315,1866,1629,-237,-12.701,0.298,512995.01
ABBV,STK,153.95,3903,3332,-571,-14.63,0.298,512995.01
ADM,STK,90.33,6478,5679,-799,-12.334,0.298,512995.01
MOS,STK,,0,,,,0,0
ED,STK,95.69,6300,5361,-939,-14.905,0.298,512995.01
ABC,STK,159,3758,3226,-532,-14.156,0.298,512995.01
DLTR,STK,166.01,3566,3090,-476,-13.348,0.298,512995.01
BRK B,STK,331,1801,0,-1801,-100,0,0
CF,STK,95.67,3124,2681,-443,-14.181,0.149,256497.51
NEM,STK,71.5,8222,0,-8222,-100,0,0
VRTX,STK,270.42,2196,1897,-299,-13.616,0.298,512995.01
SRE,STK,168.24,3639,3049,-590,-16.213,0.298,512995.01
BMY,STK,75.14,7976,6827,-1149,-14.406,0.298,512995.01
FE,STK,45.9,12918,11176,-1742,-13.485,0.298,512995.01
CTVA,STK,56.67,10273,9052,-1221,-11.886,0.298,512995.01
HSY,STK,224.14,0,2289,2289,Inf,0.298,512995.01
HRL,STK,53.58,0,9574,9574,Inf,0.298,512995.01
QQQ,STK,322.21,163286,140481,-22805,-13.966,26.25,45264265.86
XLE,STK,74.3,25413,22112,-3301,-12.989,0.953,1642925.24
EWU,STK,32.2,58983,51023,-7960,-13.495,0.953,1642925.24
GNR,STK,60.97,0,26946,26946,Inf,0.953,1642925.24
PICK,STK,46.18,40632,0,-40632,-100,0,0
2823,STK,1.86,500300,441600,-58700,-11.724,0.476,821462.62
KSA,STK,49.45,39824,33224,-6600,-16.573,0.953,1642925.24
STIP,STK,104.31,99561,82655,-16906,-16.981,5,8621764.93
TIP,STK,121.42,25590,21302,-4288,-16.757,1.5,2586529.48
ZB,FUT,141187.5,22,18,-4,-18.182,1.5,2586529.48
ZT,FUT,210992.2,15,12,-3,-20,1.5,2586529.48
CYBA,STK,5.66,727071,304656,-422415,-58.098,1,1724352.99
CNYB,STK,5.47,376026,0,-376026,-100,0,0
GBS,FUT,118186.62,26,22,-4,-15.385,1.5,2586529.48
IAU,STK,36.27,113043,95084,-17959,-15.887,2,3448705.97
ZC,FUT,39462.5,36,31,-5,-13.889,0.7,1207047.09
ZSLME,FUT,105183.92,13,11,-2,-15.385,0.7,1207047.09
SB,FUT,21179.2,66,57,-9,-13.636,0.7,1207047.09
ZW,FUT,54287.52,27,22,-5,-18.519,0.7,1207047.09
CT,FUT,66960,21,18,-3,-14.286,0.7,1207047.09
NG,FUT,65440,0,18,18,Inf,0.7,1207047.09
KE,FUT,58100,0,21,21,Inf,0.7,1207047.09
GOIL,FUT,,0,,,,0,0
HO,FUT,,0,,,,0,0
,,,,,,,,
,,,,,,,2.111,92686128.53
