Symbol,Quantity,AvgPrice
1288,6000,5.65
2359,14400,78.5
388,4400,406.2
AMD,4500,134.82
CEG,3200,319.2
DG,4640,115.61
EMR,8200,138.11
ETN,3549,356.61
EWZ,35400,28.6
GE,3400,247.15
GEV,2000,529.1
ICE,3736,182.06
NVDA,3200,158.16
SQQQ,0,19.56
TQQQ,-115400,83.59
TSM,4200,228.0
UVXY,0,18.93
VRT,5590,125.32
