Symbol,Quantity,AvgPrice
1109,100000,28.95
2899,124000,21.65
3888,-75000,34.7
857,408000,7.46
883,87000,18.78
A17U,150000,2.8
D05,25000,47.33
ME8U,300000,2.05
TLT,41700,86.27
