Symbol,Quantity,AvgPrice
ABBV,-448,160.01
ABC,-277,161.4
ADM,-561,97.21
BMY,-483,76.79
BRK B,-139,345.24
CB,-3272,210.92
CF,-171,109.72
COILM2,-11,113.21
CTN2,18,1.43
CTVA,10563,61.18
DLTR,-342,172.84
ED,-457,97.58
EWU,-3183,34.03
EXC,-806,48.98
FE,13596,47.4
HOK2,-8,3.85
HOM2,8,3.64
IAU,53494,37.8
KE   JUL 22,2,11.91
KSA,-3441,50.75
MCK,-105,326.29
MOS,-315,77.84
NEM,-767,85.72
PICK,-2730,51.85
PSA,-1675,410.1
QQQ,-9623,338.33
SBN2,6,0.2
SRE,-237,171.49
STIP,-8531,104.24
TIP,-2164,121.18
VRTX,-156,284.65
XLE,-1946,80.74
ZB   JUN 22,-2,140.5
ZC   JUL 22,3,8.03
ZL   JUL 22,2,0.78
ZN   JUN 22,-2,119.79
ZT   JUN 22,-2,105.71
ZW   JUL 22,2,11.35
