Symbol,Quantity,AvgPrice
2823,-70000,15.09
ABBV,-571,153.69
ABC,-532,156.72
ADM,-799,90.29
BMY,-1149,75.12
BRK B,-1801,330.44
CF,-443,92.36
CNYB,-376026,5.49
CTN2,-3,1.33
CTVA,-1221,56.43
CYBA,-422415,5.67
DLTR,-476,166.07
ED,-939,94.72
EWU,-7960,32.27
EXC,-1877,47.75
FE,-1742,45.16
GNR,26946,58.47
GOILK2,-13,1073.21
HOM2,-10,3.53
HRL,9574,52.78
HSY,2289,222.68
IAU,-17959,36.03
KE   JUL 22,21,11.48
KSA,-6600,49.46
MCK,-237,313.66
NEM,-8222,72.35
NGM2,18,6.76
PICK,-40632,44.17
QQQ,-22805,324.55
SBN2,-9,0.19
SRE,-590,165.51
STIP,-16906,104.37
TIP,-4288,121.74
VRTX,-299,268.09
XLE,-3301,72.17
ZB   JUN 22,-4,142.01
ZC   JUL 22,-5,7.91
ZT   JUN 22,-3,105.59
ZW   JUL 22,-5,10.71
