Symbol,Quantity,AvgPrice
2823,39700,15.7
CNYB,26402,5.59
CTN2,1,1.38
CYBA,38020,5.78
GOILK2,1,1108.0
MOS,159,72.57
NEM,274,78.43
PICK,1623,49.85
ZN   JUN 22,1,118.88
ZT   JUN 22,1,105.36
ZW   JUL 22,1,10.84
