Symbol,Quantity,AvgPrice
ABBV,-158,171.7
ABC,-244,164.93
ADM,-294,95.3
BMY,9141,77.08
BRK B,-68,351.68
DLTR,-238,165.17
GD,-2992,244.91
KE   JUL 22,21,11.43
KE   MAY 22,-23,11.36
KSA,-1684,49.59
MCK,-123,325.6
MOS,-153,72.73
NEM,-462,81.34
NGK2,19,6.55
RBK2,-10,3.02
SBK2,-55,0.2
SBN2,53,0.2
VRTX,-100,280.22
XLE,-1069,77.74
ZC   JUL 22,31,7.65
ZC   MAY 22,-32,7.71
ZL   JUL 22,27,0.73
ZW   JUL 22,22,10.83
ZW   MAY 22,-24,10.74
