Symbol,Quantity,AvgPrice
ABBV,-615,167.07
ABC,-693,158.21
ADM,-1271,92.98
BRK B,-288,345.35
CB,-396,214.1
CF,-566,107.04
CNYB,-120657,5.66
COILM2,-1,105.64
CYBA,-180042,5.85
DLTR,-512,155.23
ED,-955,97.64
EWU,-9858,33.9
EXC,-2393,48.77
GD,-442,240.94
GOILK2,-2,1022.75
HOK2,-1,3.42
IAU,-9434,36.63
KE   MAY 22,-3,10.85
KSA,-7319,48.37
MCK,-340,311.57
MOS,-723,71.27
NEM,-1143,80.49
PICK,-5048,51.08
PSA,-262,402.37
QQQ,-19586,352.58
RBK2,-2,3.13
SBK2,-7,0.2
SRE,-601,166.96
STIP,-14850,103.72
TIP,-3354,121.81
VRTX,-370,271.51
XLE,-3689,76.88
ZB   JUN 22,-3,145.16
ZC   MAY 22,-4,7.55
ZN   JUN 22,-4,120.59
ZT   JUN 22,-3,105.5
ZW   MAY 22,-3,10.44
