Symbol,Quantity,AvgPrice
2823,17100,15.9
ABBV,307,157.51
ABC,228,165.47
ADM,374,96.88
BMY,669,77.09
BRK B,93,349.56
CF,260,103.64
CNYB,45778,5.61
CTN2,2,1.4
CTVA,650,61.25
CYBA,68290,5.8
DLTR,280,175.7
ED,447,98.79
EWU,4160,34.09
EXC,646,50.37
FE,891,48.38
GOILK2,1,1132.0
HOM2,1,3.63
IAU,10392,37.1
KSA,2697,50.47
MCK,125,331.02
MOS,260,74.91
NEM,838,82.64
PICK,2732,50.82
QQQ,6386,342.7
SBN2,5,0.2
SRE,278,172.06
STIP,7331,104.06
TIP,1970,121.0
VRTX,198,285.34
XLE,1598,80.3
ZB   JUN 22,1,140.28
ZC   JUL 22,3,7.98
ZL   JUL 22,2,0.78
ZN   JUN 22,2,119.32
ZW   JUL 22,2,10.89
