Symbol,Quantity,AvgPrice
2823,22100,15.54
ABBV,-498,155.88
ABC,-467,161.04
ADM,-700,94.18
BMY,-1007,76.33
BRK B,-168,339.18
CF,-108,99.07
CNYB,-473507,5.53
CTN2,-3,1.36
CTVA,-940,58.77
CYBA,-505268,5.72
DLTR,-438,169.16
ED,-721,97.49
EWU,-5701,33.24
EXC,-1353,49.43
FE,-1569,46.73
GOILK2,-2,1119.88
HOM2,-1,3.63
IAU,-11748,36.82
KSA,-3945,49.59
MCK,-253,324.96
MOS,-4656,68.59
NEM,-396,73.86
PICK,-3535,47.21
QQQ,-12174,331.17
SBN2,-8,0.19
SRE,-402,169.37
STIP,-11662,104.39
TIP,-3195,121.87
VRTX,-240,274.73
XLE,-1919,77.68
ZB   JUN 22,-3,140.32
ZC   JUL 22,-5,7.87
ZL   JUL 22,-35,0.79
ZN   JUN 22,-30,118.91
ZT   JUN 22,-2,105.23
ZW   JUL 22,-3,10.74
