Symbol,Quantity,AvgPrice
2823,-58700,14.96
ABBV,216,158.07
ABC,274,160.15
ADM,388,93.53
BMY,465,76.19
CF,252,96.25
CTN2,1,1.35
CTVA,626,57.28
CYBA,-304656,5.67
DLTR,175,169.29
ED,413,96.53
EWU,3524,32.11
EXC,844,49.06
FE,1028,45.54
GNR,2954,59.04
HRL,780,53.35
HSY,176,224.71
IAU,7791,36.18
KE   JUL 22,1,11.66
KSA,2526,49.12
MCK,119,320.73
QQQ,8589,320.99
SBN2,4,0.19
SRE,304,166.25
STIP,6750,104.3
TIP,1744,121.44
VRTX,144,270.68
XLE,2036,74.75
ZB   JUN 22,2,142.95
ZC   JUL 22,1,8.0
ZT   JUN 22,1,105.64
ZW   JUL 22,2,10.99
