Symbol,Quantity,AvgPrice
ABBV,-230,142.99
ABC,-296,154.61
ADM,-300,91.05
BMY,-744,74.91
CF,-246,98.95
CTN2,-2,1.48
CTVA,-810,58.34
DLTR,-240,165.31
ED,-477,93.91
EWU,-4673,32.63
EXC,-947,47.75
FE,-905,44.06
GNR,-3203,60.87
HRL,-911,52.88
HSY,-247,226.88
IAU,-3600,36.28
KE   JUL 22,-1,11.17
KSA,-3969,50.93
MCK,-171,314.96
NGM2,-1,7.05
QQQ,-11585,321.91
SBN2,-6,0.19
SRE,-299,163.07
STIP,-5527,104.63
TIP,-1459,121.98
VRTX,-159,276.1
XLE,-2149,76.66
ZB   JUN 22,-1,140.59
ZC   JUL 22,-2,8.18
ZT   JUN 22,-1,105.39
ZW   JUL 22,-1,10.64
