Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MRK,STK,109.12,3831,3831,0,0.705,0.333,420978.74
LVS,STK,59,6900,7135,235,3.406,0.333,420974.57
GILD,STK,83.41,4981,4981,0,1.325,0.333,420974.57
REGN,STK,826.19,500,500,0,2,0.333,420974.57
ORLY,STK,867.95,472,472,0,2.754,0.333,420974.57
ULTA,STK,551.62,742,742,0,2.83,0.333,420974.57
LMT,STK,487,857,857,0,0.817,0.333,420974.57
PGR,STK,144.93,2821,2821,0,2.978,0.333,420974.57
ABBV,STK,160.54,2566,2566,0,2.182,0.333,420974.57
FSLR,STK,208.65,1891,2018,127,6.716,0.333,420974.57
PCG,STK,16.25,25692,25692,0,0.833,0.333,420974.57
SGEN,STK,202.57,1998,2078,80,4.004,0.333,420974.57
HSY,STK,257.16,1602,1602,0,2.185,0.333,420974.57
ACGL,STK,68.61,6057,6057,0,1.304,0.333,420974.57
MPC,STK,134.71,2945,3125,180,6.112,0.333,420974.57
QQQ,STK,320.7,115362,115362,0,2.41,30,37888090.11
RING,STK,24.88,120498,126903,6405,5.315,2.5,3157340.84
MCHI,STK,49.59,61805,63669,1864,3.016,2.5,3157340.84
STIP,STK,99.2,36951,38194,1243,3.364,3,3788809.01
FLKTB,FUT,87246.79,42,42,0,2.381,3,3788809.01
UB,FUT,141375,26,27,1,3.846,3,3788809.01
ZB,FUT,131250,28,29,1,3.571,3,3788809.01
TN,FUT,121281.26,31,31,0,0,3,3788809.01
ZN,FUT,115140.62,32,33,1,3.125,3,3788809.01
CGB,FUT,93844.23,39,39,0,2.564,3,3788809.01
CGF,FUT,84905.28,43,45,2,4.651,3,3788809.01
GBX,FUT,152896.92,24,25,1,4.167,3,3788809.01
GBL,FUT,147667.44,25,26,1,4,3,3788809.01
GBM,FUT,128318.38,29,30,1,3.448,3,3788809.01
OAT,FUT,141522.81,26,27,1,3.846,3,3788809.01
IAU,STK,37.65,32411,33544,1133,3.496,1,1262936.34
HO,FUT,113001,3,3,0,0,0.263,332351.67
RB,FUT,115815,6,6,0,0,0.526,664703.35
SB,FUT,25177.62,26,26,0,0,0.526,664703.35
GF,FUT,101538.5,6,7,1,16.667,0.526,664703.35
CC,FUT,28580,22,23,1,4.545,0.526,664703.35
ZM,FUT,45589.43,14,15,1,7.143,0.526,664703.35
LE,FUT,64510,10,10,0,0,0.526,664703.35
TSR20,FUT,6705,-48,-50,-2,4.167,-0.263,332351.67
ZL,FUT,34032,-10,-10,0,0,-0.263,332351.67
HE,FUT,36630,-9,-9,0,0,-0.263,332351.67
COIL,FUT,85970,-4,-4,0,0,-0.263,332351.67
GOIL,FUT,78500,-4,-4,0,0,-0.263,332351.67
ZSLME,FUT,71675,-4,-5,-1,25,-0.263,332351.67
,,,,,,,,
,,,,,,,3.084,103560720.8
