Symbol,Quantity,AvgPrice
1211 24JAN25 280 C,-10.0,3.4300000000000006
1211 27JAN25 300 C,-10.0,1.11
2020 27JAN25 85 C,-10.0,1.19
2828 27FEB25 80 C,-50.0,0.9
9988 27JAN25 90 C,-20.0,0.4600000000000001
