Date,Hong Kong MarketValue,Hong Kong Count,Japan MarketValue,Japan Count,Singapore MarketValue,Singapore Count,United States MarketValue,United States Count
2025-10-01,19469351.25,23,702467.20,2,20579770.82,7,77951921.16,113
