Symbol,Quantity,AvgPrice
2318,20000,37.08
2318 27JUN24 40 C,-12,0.08
2823,-60000,12.51
9888 27JUN24 97.5 C,-33,0.16
9988 27JUN24 80 C,-32,0.12
