Symbol,Quantity,AvgPrice
ADM,-303,84.44
AMGN,-107,251.39
BMY,-294,75.21
CGBU22,-3,129.49
CTVA,-433,60.67
ED,-248,99.43
FMB,-6565,51.72
FPE,-19336,18.2
GFU2,-1,1.85
HEV2,-2,1.01
HSY,-89,226.97
HUM,-46,484.46
HYG,80723,78.92
IAU,-1887,34.03
IGLB,-7252,55.65
K,-365,76.23
LMT,-60,430.02
MCK,-86,361.25
MRK,-221,89.3
NGU2,-2,8.43
NOC,-50,469.98
PAU2,-1,2269.5
QQQ,-7485,327.43
SHYD,-14432,23.0
SO,-283,78.53
SRE,-165,164.39
XLE,-2994,77.11
XLU,-2280,76.04
ZM   DEC 22,-1,412.0
