Symbol,Quantity,AvgPrice
ADM,461,83.7
AMGN,131,249.52
BMY,568,74.4
CGBU22,5,130.17
CTVA,790,60.24
DLTR,154,169.18
ED,350,98.72
FMB,11100,51.89
FPE,32294,18.24
GFU2,1,1.83
HEV2,2,1.01
HSY,176,227.7
HUM,80,487.44
IAU,3255,34.16
IGLB,10249,55.71
K,572,75.48
KCU2,1,2.2
LEV2,1,1.44
LMT,93,430.8
MCK,90,358.1
MRK,325,89.31
NGU2,1,7.98
NOC,97,472.27
PAU2,1,2248.5
QQQ,11610,324.42
SHYD,25271,23.06
SO,443,78.27
SRE,214,163.47
UB   SEP 22,42,157.23
XLE,3006,74.81
XLU,3523,75.36
ZB   SEP 22,3,142.8
ZM   DEC 22,2,421.05
ZS   NOV 22,1,14.49
