Symbol,Quantity,AvgPrice
ADM,-499,82.71
AEP,-4894,100.62
AMGN,-137,246.43
BMY,-512,72.78
CGBU22,-6,129.54
COILV2,-8,95.47
CTVA,7808,59.49
DLTR,-276,167.95
ED,-367,98.45
EXC,-10695,45.16
FMB,-16068,51.77
FPE,-44464,18.18
GOILU2,-8,944.88
HOU2,-5,3.2
HSY,-180,226.81
HUM,-85,485.98
IAU,-3182,33.93
IGLB,-13485,55.58
IXC,-43487,34.53
K,-586,74.8
KCU2,10,2.13
LMT,-81,424.85
MCK,-138,347.09
MRK,-436,87.92
NGU2,1,7.7
NOC,-76,472.45
PAU2,3,2240.83
QQQ,-10301,323.55
SHYD,-35237,23.01
SO,5850,77.57
SRE,-200,160.92
TN   SEP 22,-52,129.78
XLE,25869,73.64
XLU,45436,74.67
ZB   SEP 22,-6,142.3
ZM   DEC 22,1,402.6
ZS   NOV 22,1,14.15
