Symbol,Quantity,AvgPrice
ADM,-337,86.1
AEP,-224,104.68
BMY,-284,74.53
CGBU22,-1,128.0
CNC,-198,95.06
CTVA,-453,61.42
ED,-267,100.49
FMB,-2641,51.41
FPE,-7679,18.17
GFV2,-1,1.9
HSY,-108,230.78
HUM,-41,495.31
HYG,-1690,77.76
IAU,-2061,33.5
IGIB,-2595,52.12
IGLB,-2438,54.7
K,-320,76.04
KCZ2,-1,2.17
LEV2,-1,1.46
LMT,-59,442.72
MCK,-73,369.12
MRK,-268,91.06
NGV2,-1,9.25
NOC,-46,491.45
QQQ,-5408,327.77
SHYD,-6851,22.88
SO,-363,79.2
SRE,-170,169.37
XLE,-2074,77.07
XLU,-2224,77.53
ZB   SEP 22,-1,140.06
ZM   DEC 22,-1,396.3
