Symbol,Quantity,AvgPrice
1211,10000,280.0
1211 06DEC24 240 P,-10,1.73
1211 06DEC24 260 C,-5,3.0
1211 28NOV24 255 P,5,0.0
1211 28NOV24 285 P,10,0.0
1211 28NOV24 300 P,5,0.0
1810,10000,28.0
1810 28NOV24 27 P,10,0.0
1810 28NOV24 28 P,10,0.0
1810 30DEC24 28 P,-15,1.08
2020,1000,90.0
2020 28NOV24 90 P,5,0.0
2318 28NOV24 50 C,10,0.0
2318 28NOV24 55 C,20,0.0
2318 28NOV24 57.5 C,10,0.0
2828,15000,72.5
2828 28NOV24 70 P,15,0.0
2828 28NOV24 72.5 P,15,0.0
2828 28NOV24 80 C,30,0.0
2828 30DEC24 70 P,-30,1.49
700,3000,400.0
700 06DEC24 390 P,-30,2.13
700 06DEC24 420 C,-15,1.5
700 28NOV24 390 P,30,0.0
700 28NOV24 400 P,30,0.0
700 28NOV24 450 C,15,0.0
700 28NOV24 470 C,15,0.0
9618 06DEC24 140 P,-20,2.62
9618 28NOV24 130 P,10,0.0
9618 28NOV24 140 P,10,0.0
9961 28NOV24 500 P,10,0.0
9961 28NOV24 550 C,10,0.0
9988,5000,85.0
9988 06DEC24 80 P,-10,0.42
9988 06DEC24 85 C,-10,1.0
9988 28NOV24 100 C,10,0.0
9988 28NOV24 105 C,10,0.0
9988 28NOV24 85 P,10,0.0
BX,100,195.0
BX 29NOV24 195 P,1,0.0
