Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MAA,STK,211.7,3090,3281,191,6.181,0.298,694493.5
PSA,STK,369.63,1752,1879,127,7.249,0.298,694493.5
PG,STK,148.16,4376,4687,311,7.107,0.298,694493.5
EXC,STK,43.22,14791,16069,1278,8.64,0.298,694493.5
SBNY,STK,304,1096,1142,46,4.197,0.149,347246.75
MCK,STK,276.53,2358,2511,153,6.489,0.298,694493.5
FITB,STK,44.74,14997,15523,526,3.507,0.298,694493.5
HSY,STK,204.75,3153,3392,239,7.58,0.298,694493.5
CVS,STK,103.05,6273,6739,466,7.429,0.298,694493.5
ABBV,STK,148.1,4364,4689,325,7.447,0.298,694493.5
CB,STK,203.94,3255,3405,150,4.608,0.298,694493.5
ADM,STK,82.6,7738,8408,670,8.659,0.298,694493.5
MTB,STK,173.21,3826,4010,184,4.809,0.298,694493.5
MOS,STK,58.96,5637,5890,253,4.488,0.149,347246.75
GD,STK,236.81,2757,2933,176,6.384,0.298,694493.5
ED,STK,88.38,7248,7858,610,8.416,0.298,694493.5
QQQ,STK,330.71,161798,172942,11144,6.888,24.5,57193582.24
XLE,STK,76.14,50184,53655,3471,6.917,1.75,4085255.87
EXXX,STK,37.6,12701,13310,609,4.795,0.214,500443.84
EWU,STK,31.79,43970,47227,3257,7.407,0.643,1501331.53
PICK,STK,47.46,39001,42178,3177,8.146,0.857,2001775.38
2823,STK,2.08,438000,481200,43200,9.862,0.429,1000887.69
2800,STK,2.7,348500,370500,22000,6.37,0.429,1000887.69
KSA,STK,47.02,38377,42573,4196,10.934,0.857,2001775.38
FM,STK,32.79,58287,61048,2761,4.737,0.857,2001775.38
STIP,STK,106.24,98816,109866,11050,11.182,5,11672159.64
TIP,STK,127.13,49034,55088,6054,12.347,3,7003295.78
LTPZ,STK,85.61,18044,20451,2407,13.34,0.75,1750823.95
ZN,FUT,126296.88,26,28,2,7.692,1.5,3501647.89
ZB,FUT,154906.24,21,23,2,9.524,1.5,3501647.89
ZT,FUT,214156.27,30,33,3,10,3,7003295.78
CYBA,STK,5.86,1077329,1195102,117773,10.932,3,7003295.78
CNYB,STK,5.66,742287,824888,82601,11.128,2,4668863.86
GBX,FUT,215539.43,7,8,1,14.286,0.75,1750823.95
GBS,FUT,123306.21,52,57,5,9.615,3,7003295.78
BTS,FUT,123405.88,26,28,2,7.692,1.5,3501647.89
IAU,STK,38.16,165309,183525,18216,11.019,3,7003295.78
RB,FUT,143316.57,14,14,0,0,0.857,2000941.75
AH,FUT,88379.57,23,23,0,0,0.857,2000941.75
HO,FUT,155857.83,12,13,1,8.333,0.857,2000941.75
COIL,FUT,117766.41,17,17,0,0,0.857,2000941.75
GOIL,FUT,111050,17,18,1,5.882,0.857,2000941.75
NI,FUT,480081.33,9,0,-9,-100,0,0
KE,FUT,56462.5,36,36,0,-2.778,0.857,2000941.75
KC,FUT,85012.5,-12,-12,0,0,-0.429,1000470.76
ZO,FUT,31862.5,-32,-31,1,-3.125,-0.429,1000470.76
CT,FUT,58820,-17,-17,0,0,-0.429,1000470.76
LE,FUT,54990,-19,-18,1,-5.263,-0.429,1000470.76
TSR20,FUT,9000,-114,-114,0,-2.632,-0.429,1000470.76
GF,FUT,80025,-13,-13,0,0,-0.429,1000470.76
CC,FUT,27080,-38,-38,0,-2.632,-0.429,1000470.76
,,,,,,,,
,,,,,,,3.219,166078157.3
