Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MAA,STK,203.63,3124,3326,202,6.466,0.298,677249.21
PSA,STK,358.98,1801,1887,86,4.775,0.298,677249.21
PG,STK,153.85,4007,4402,395,9.858,0.298,677249.21
EXC,STK,42.45,15020,15954,934,6.218,0.298,677249.21
SBNY,STK,316.75,1854,2138,284,15.318,0.298,677249.21
MCK,STK,271.75,2270,2492,222,9.78,0.298,677249.21
FITB,STK,44.46,13228,15233,2005,15.157,0.298,677249.21
HSY,STK,204.86,1538,1653,115,7.477,0.149,338624.6
CVS,STK,102.05,6013,6636,623,10.361,0.298,677249.21
ABBV,STK,147.69,4218,4586,368,8.725,0.298,677249.21
CB,STK,199.54,3139,3394,255,8.124,0.298,677249.21
ADM,STK,77.99,7889,8684,795,10.077,0.298,677249.21
KEY,STK,22.99,12634,14729,2095,16.582,0.149,338624.6
MTB,STK,169.85,3508,3987,479,13.655,0.298,677249.21
EXPE,STK,187.85,3260,3605,345,10.583,0.298,677249.21
AIG,STK,57.89,10475,11699,1224,11.685,0.298,677249.21
QQQ,STK,344.71,152700,161798,9098,5.958,24.5,55773464.14
XLE,STK,72.7,53552,53552,0,2.327,1.75,3983818.87
EXXX,STK,37.17,21448,23872,2424,11.302,0.39,887305.05
EWU,STK,33.31,50002,53276,3274,6.548,0.78,1774610.33
2823,STK,2.23,744500,795800,51300,6.889,0.78,1774610.33
2800,STK,2.88,571500,616000,44500,7.819,0.78,1774610.33
KSA,STK,46.7,35247,38000,2753,7.811,0.78,1774610.33
FM,STK,33.54,49602,52910,3308,6.669,0.78,1774610.33
STIP,STK,106.3,60941,64247,3306,5.425,3,6829403.77
TIP,STK,127.86,0,26707,26707,Inf,1.5,3414701.89
LTPZ,STK,86.27,18708,19791,1083,5.789,0.75,1707350.94
ZN,FUT,128218.76,25,27,2,8,1.5,3414701.89
ZB,FUT,158343.75,20,22,2,10,1.5,3414701.89
ZT,FUT,215343.77,30,32,2,6.667,3,6829403.77
Z3N,FUT,223703.14,29,0,-29,-100,0,0
CYBA,STK,5.87,1096314,1163442,67128,6.123,3,6829403.77
CNYB,STK,5.67,756611,802987,46376,6.129,2,4552935.85
GBX,FUT,224281.29,7,8,1,14.286,0.75,1707350.94
GBS,FUT,124236.364,0,27,27,Inf,1.5,3414701.89
BTS,FUT,124541.504,0,27,27,Inf,1.5,3414701.89
IAU,STK,36.66,117677,124194,6517,5.538,2,4552935.85
RB,FUT,134429.39,18,18,0,0,1.053,2396282.07
AH,FUT,89333.77,26,27,1,3.846,1.053,2396282.07
HO,FUT,140737.78,18,17,-1,-5.556,1.053,2396282.07
COIL,FUT,110420,22,22,0,0,1.053,2396282.07
GOIL,FUT,99575,25,24,-1,-4,1.053,2396282.07
KC,FUT,88237.5,26,27,1,3.846,1.053,2396282.07
ZO,FUT,34375,35,35,0,0,0.526,1198141.04
SB,FUT,20641.6,-55,-58,-3,5.455,-0.526,1198141.04
ZSLME,FUT,97924.08,-12,-12,0,0,-0.526,1198141.04
SCI,FUT,15010,-76,-80,-4,5.263,-0.526,1198141.04
PA,FUT,256700,-4,-5,-1,25,-0.526,1198141.04
CT,FUT,60870,-19,-20,-1,5.263,-0.526,1198141.04
LE,FUT,56352.4,-20,-21,-1,5,-0.526,1198141.04
ZL,FUT,,0,,,,0,0
PB,FUT,,0,,,,0,0
TSR20,FUT,,0,,,,0,0
HG,FUT,,0,,,,0,0
,,,,,,,,
,,,,,,,2.933,152523351.9
