Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MAA,STK,205.2,3382,3382,0,1.064,0.298,701461.06
PSA,STK,373.12,1868,1868,0,0.642,0.298,701461.06
EXC,STK,44.47,15729,15729,0,0.286,0.298,701461.06
SBNY,STK,305.53,1142,1142,0,0.525,0.149,350730.53
MCK,STK,303.95,2291,2291,0,0.742,0.298,701461.06
CVS,STK,108.05,6472,6472,0,0.309,0.298,701461.06
ABBV,STK,160.28,4316,4316,0,1.39,0.298,701461.06
CB,STK,213.19,3263,3263,0,0.827,0.298,701461.06
ADM,STK,90.45,7508,7755,247,3.29,0.298,701461.06
MTB,STK,179.69,3842,3842,0,1.614,0.298,701461.06
MOS,STK,69.2,4981,4981,0,1.747,0.149,350730.53
GD,STK,241,2868,2868,0,1.499,0.298,701461.06
ED,STK,91.41,7643,7643,0,0.406,0.298,701461.06
ABC,STK,152.61,4536,4536,0,1.323,0.298,701461.06
DLTR,STK,157,4430,4430,0,0.858,0.298,701461.06
BRK B,STK,352.99,1961,1961,0,1.326,0.298,701461.06
QQQ,STK,359.93,164510,164510,0,0.348,25.2,59417877.7
XLE,STK,76.92,30552,32186,1634,5.348,1.05,2475744.9
EXXX,STK,38.17,32155,32155,0,2.958,0.536,1263667.36
EWU,STK,33.69,73577,73577,0,1.957,1.072,2527334.71
PICK,STK,51.52,47483,49055,1572,3.311,1.072,2527334.71
2823,STK,2.03,601100,622500,21400,3.559,0.536,1263667.36
KSA,STK,47.83,52161,52161,0,1.302,1.072,2527334.71
STIP,STK,106.06,108699,108699,0,2.261,5,11789261.45
TIP,STK,125.81,53309,56224,2915,5.468,3,7073556.87
LTPZ,STK,82.82,20364,21352,988,4.852,0.75,1768389.22
ZN,FUT,122703.14,28,29,1,3.571,1.5,3536778.43
ZB,FUT,148781.26,23,24,1,4.348,1.5,3536778.43
ZT,FUT,212203.12,16,17,1,6.25,1.5,3536778.43
CYBA,STK,5.82,1190985,1190985,0,2.049,3,7073556.87
CNYB,STK,5.63,822246,822246,0,1.868,2,4715704.58
GBX,FUT,205448.67,9,9,0,0,0.75,1768389.22
GBS,FUT,122202.54,57,57,0,1.754,3,7073556.87
IAU,STK,37.1,62295,62295,0,2.021,1,2357852.29
RB,FUT,140901.5,4,4,0,0,0.238,561393.31
COIL,FUT,114290,5,5,0,0,0.238,561393.31
GOIL,FUT,121561.5,4,5,1,25,0.238,561393.31
ZC,FUT,37325,15,15,0,0,0.238,561393.31
HO,FUT,157428.33,3,4,1,33.333,0.238,561393.31
ZO,FUT,35450,16,16,0,0,0.238,561393.31
CT,FUT,65990,8,9,1,12.5,0.238,561393.31
LE,FUT,54730,-20,-21,-1,5,-0.476,1122786.86
TSR20,FUT,8620,-128,-128,0,1.562,-0.476,1122786.86
GF,FUT,83326.54,-13,-13,0,0,-0.476,1122786.86
CC,FUT,25540,-42,-44,-2,4.762,-0.476,1122786.86
KC,FUT,82398.08,-13,-14,-1,7.692,-0.476,1122786.86
PB,FUT,58282.68,-19,-19,0,0,-0.476,1122786.86
PL,FUT,51113.1,-21,-22,-1,4.762,-0.476,1122786.86
,,,,,,,,
,,,,,,,2.828,148544741.2
