Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MAA,STK,204.61,2888,3124,236,8.172,0.298,639260.73
PSA,STK,355.02,1721,1801,80,4.648,0.298,639260.73
PG,STK,155.79,4007,4007,0,2.396,0.298,639260.73
EXC,STK,42.56,14345,15020,675,4.705,0.298,639260.73
PEP,STK,,0,,,,0,0
SBNY,STK,344.89,1769,1854,85,4.805,0.298,639260.73
MCK,STK,274.96,2270,2270,0,2.423,0.298,639260.73
FITB,STK,47.84,13228,13228,0,1.013,0.298,639260.73
HSY,STK,202.26,1538,1538,0,2.731,0.149,319630.36
CVS,STK,103.65,6013,6013,0,2.561,0.298,639260.73
ABBV,STK,147.6,4218,4218,0,2.679,0.298,639260.73
CB,STK,203.64,3041,3139,98,3.223,0.298,639260.73
ADM,STK,78.76,7889,7889,0,2.89,0.298,639260.73
KEY,STK,25.07,12634,12634,0,0.918,0.149,319630.36
BK,STK,,0,,,,0,0
MTB,STK,182.23,3382,3508,126,3.726,0.298,639260.73
EXPE,STK,196.11,3098,3260,162,5.229,0.298,639260.73
AIG,STK,61.03,9802,10475,673,6.866,0.298,639260.73
QQQ,STK,344.76,147522,152700,5178,3.51,24.5,52645000.89
XLE,STK,71.31,53552,53552,0,-1.529,1.75,3760357.21
EXXX,STK,39.05,20096,21448,1352,6.728,0.39,837534.05
EWU,STK,33.5,47803,50002,2199,4.6,0.78,1675068.31
2823,STK,2.25,714500,744500,30000,4.195,0.78,1675068.31
2800,STK,2.93,539500,571500,32000,5.968,0.78,1675068.31
KSA,STK,46.59,35247,35247,0,2.003,0.78,1675068.31
FM,STK,33.77,46816,49602,2786,5.951,0.78,1675068.31
STIP,STK,105.78,57918,60941,3023,5.219,3,6446326.64
LTPZ,STK,85.64,18708,18708,0,0.588,0.75,1611581.66
ZN,FUT,128453.12,25,25,0,0,1.5,3223163.32
ZB,FUT,158812.5,20,20,0,0,1.5,3223163.32
ZT,FUT,215851.55,29,30,1,3.448,3,6446326.64
Z3N,FUT,224289.07,28,29,1,3.571,3,6446326.64
CYBA,STK,5.88,1038090,1096314,58224,5.609,3,6446326.64
CNYB,STK,5.68,716428,756611,40183,5.609,2,4297551.09
GBX,FUT,227902.14,7,7,0,0,0.75,1611581.66
IAU,STK,36.52,112164,117677,5513,4.915,2,4297551.09
RB,FUT,126100.78,18,18,0,0,1.053,2261869.04
AH,FUT,86097.65,26,26,0,0,1.053,2261869.04
HO,FUT,127352.39,18,18,0,0,1.053,2261869.04
COIL,FUT,100960,22,22,0,0,1.053,2261869.04
GOIL,FUT,89350,26,25,-1,-3.846,1.053,2261869.04
KC,FUT,88518.76,25,26,1,4,1.053,2261869.04
ZO,FUT,33112.49,35,35,0,-2.857,0.526,1130934.52
SB,FUT,20025.6,-55,-55,0,1.818,-0.526,1130934.52
ZSLME,FUT,93112.5,-12,-12,0,0,-0.526,1130934.52
SCI,FUT,14750,-76,-76,0,1.316,-0.526,1130934.52
PA,FUT,257150,-4,-4,0,0,-0.526,1130934.52
CT,FUT,59465,-19,-19,0,0,-0.526,1130934.52
LE,FUT,56600,-19,-20,-1,5.263,-0.526,1130934.52
ZL,FUT,,0,,,,0,0
PB,FUT,,0,,,,0,0
TSR20,FUT,,0,,,,0,0
HG,FUT,,0,,,,0,0
SI,FUT,,0,,,,0,0
,,,,,,,,
,,,,,,,2.736,140744799.2
