Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
PSA,STK,396.47,2057,2057,0,1.361,0.298,826480.62
EXC,STK,46.99,17136,17136,0,2.638,0.298,826480.62
MCK,STK,307,2556,2692,136,5.321,0.298,826480.62
CVS,STK,104.68,7422,7895,473,6.373,0.298,826480.62
ABBV,STK,162,4869,5102,233,4.785,0.298,826480.62
CB,STK,215.84,3631,3829,198,5.453,0.298,826480.62
ADM,STK,88.02,8600,9390,790,9.186,0.298,826480.62
MTB,STK,182.03,4396,4540,144,3.276,0.298,826480.62
MOS,STK,64.99,5920,6359,439,7.416,0.149,413240.31
GD,STK,241.09,3274,3428,154,4.704,0.298,826480.62
ED,STK,93.52,8475,8837,362,4.271,0.298,826480.62
ABC,STK,155.04,5097,5331,234,4.591,0.298,826480.62
DLTR,STK,158.61,4975,5211,236,4.744,0.298,826480.62
BRK B,STK,355.6,2179,2324,145,6.654,0.298,826480.62
CF,STK,100.17,3828,4125,297,7.759,0.149,413240.31
NEM,STK,79.24,10135,10135,0,2.911,0.298,826480.62
QQQ,STK,369.41,190045,197409,7364,3.875,26.25,72924761
XLE,STK,76.8,32463,34465,2002,6.167,0.953,2646898.79
EWU,STK,33.81,75100,78287,3187,4.244,0.953,2646898.79
PICK,STK,50.82,49357,52084,2727,5.525,0.953,2646898.79
2823,STK,2.07,631400,631400,0,1.259,0.476,1323449.4
KSA,STK,48.45,52892,54632,1740,3.29,0.953,2646898.79
STIP,STK,105.14,125642,132114,6472,5.151,5,13890430.67
TIP,STK,124.36,31858,33509,1651,5.182,1.5,4167129.2
LTPZ,STK,81.82,24145,25465,1320,5.467,0.75,2083564.6
ZN,FUT,122281.24,33,34,1,3.03,1.5,4167129.2
ZB,FUT,148750,27,28,1,3.704,1.5,4167129.2
ZT,FUT,211750,19,20,1,5.263,1.5,4167129.2
CYBA,STK,5.84,1366385,1427099,60714,4.443,3,8334258.4
CNYB,STK,5.65,941665,983393,41728,4.431,2,5556172.27
GBX,FUT,202661.6,10,10,0,0,0.75,2083564.6
GBS,FUT,123000.82,33,34,1,3.03,1.5,4167129.2
IAU,STK,36.52,72844,76070,3226,4.429,1,2778086.13
RB,FUT,135878.44,9,10,1,11.111,0.476,1322898.22
COIL,FUT,109790,11,12,1,9.091,0.476,1322898.22
GOIL,FUT,103700,12,13,1,8.333,0.476,1322898.22
CL,FUT,106280,12,12,0,0,0.476,1322898.22
HO,FUT,145311.56,9,9,0,0,0.476,1322898.22
ZO,FUT,35750,34,37,3,8.824,0.476,1322898.22
CT,FUT,68770,18,19,1,5.556,0.476,1322898.22
LE,FUT,55368,-12,-12,0,0,-0.238,661448.97
TSR20,FUT,8748.44,-73,-76,-3,4.11,-0.238,661448.97
GF,FUT,84756,-8,-8,0,0,-0.238,661448.97
CC,FUT,26060,-24,-25,-1,4.167,-0.238,661448.97
KC,FUT,80587.5,-8,-8,0,0,-0.238,661448.97
PB,FUT,60075.27,-11,-11,0,0,-0.238,661448.97
PL,FUT,49410,-13,-13,0,0,-0.238,661448.97
,,,,,,,,
,,,,,,,3.092,166685167.9
