Symbol,Quantity,AvgPrice
2800,-370500.0,19.22
2823,127300.0,15.29
ABBV,-504.0,153.38
ABC,-514.0,148.38
ADM,-684.0,82.11
CB,-473.0,206.15
CCK2,15.0,2515.2
CNYB,-77098.0,5.61
COILK2,-2.0,99.87
CTK2,7.0,1.18
CVS,-636.0,106.36
CYBA,-110256.0,5.8
ED,-773.0,90.31
EWU,-6801.0,31.77
EXC,-1529.0,43.57
EXXX,-2335.0,34.1
FITB,-1775.0,45.44
GD,-363.0,234.48
GOILJ2,-2.0,891.75
HSY,-360.0,206.31
IAU,-18415.0,36.47
KCK2,5.0,2.13
KSA,-4683.0,45.9
LEJ2,19.0,1.41
LEM2,-11.0,1.36
LTPZ,-1546.0,84.63
MAA,-356.0,205.14
MCK,-268.0,286.52
MOS,-396.0,56.85
MTB,-453.0,173.43
PICK,-3525.0,44.9
PSA,-145.0,356.12
QQQ,-17559.0,324.21
RBJ2,-1.0,2.92
SBNY,-105.0,291.42
STIP,-10279.0,106.11
TIP,-5076.0,126.78
USD.CAD,-1.17,1.28
XLE,-4785.0,71.47
ZB   JUN 22,-2.0,152.94
ZC   MAY 22,-5.0,7.48
ZN   JUN 22,-3.0,125.22
ZO   MAY 22,6.0,6.56
ZT   JUN 22,-2.0,106.86
