Symbol,Quantity,AvgPrice
ABBV,142,159.81
ABC,189,153.81
BRK B,1759,349.34
CB,146,212.24
CCK2,2,2525.0
CNYB,42300,5.64
COILK2,-5,113.34
COILM2,4,109.08
CTK2,24,1.31
CVS,295,108.28
CYBA,59528,5.83
DLTR,3842,155.7
ED,455,89.79
EWU,2766,33.42
EXC,886,43.42
EXXX,1209,35.81
FITB,-11987,46.51
GOILJ2,-1,1163.25
HOK2,3,3.58
HSY,-2768,208.06
IAU,3582,36.77
KCK2,1,2.24
KSA,2719,47.24
LEM2,1,1.37
LTPZ,722,83.56
MAA,181,207.15
MCK,65,300.61
MTB,231,181.5
PLN2,-19,1045.36
PSA,59,367.89
RBJ2,-4,3.35
RBK2,3,3.29
SBNY,78,310.73
STIP,4883,106.17
TIP,2298,126.32
ZB   JUN 22,1,150.62
ZC   MAY 22,-1,7.62
ZN   JUN 22,1,123.84
ZO   MAY 22,29,7.2
