Symbol,Quantity,AvgPrice
2823,40600,15.99
ABBV,233,163.64
ABC,234,154.92
ADM,790,88.84
BRK B,145,354.71
CB,198,216.54
CCK2,-1,2656.0
CF,297,102.14
CNYB,41728,5.66
COILM2,1,111.82
CTK2,1,1.4
CVS,473,103.9
CYBA,60714,5.85
DLTR,236,160.14
ED,362,93.79
EWU,3187,33.98
EXXX,-7000,35.57
GD,154,244.05
GOILK2,1,1043.75
IAU,3226,36.78
KSA,1740,47.82
LTPZ,1320,82.62
MCK,136,306.73
MOS,439,66.06
MTB,144,173.59
PICK,2727,51.51
QQQ,7364,369.3
RBK2,1,3.29
STIP,6472,105.3
TIP,1651,124.89
XLE,2002,77.4
ZB   JUN 22,1,149.56
ZN   JUN 22,1,122.56
ZO   MAY 22,3,7.32
ZT   JUN 22,1,105.85
