Symbol,Quantity,AvgPrice
AIG,-11285,55.51
CCK2,-41,2629.29
COILK2,-4,122.27
CTK2,2,1.16
ED,7434,89.63
EWU,-8589,31.04
EXC,-865,44.42
EXPE,-3605,169.51
EXXX,-9427,31.41
FITB,515,43.42
FM,5377,32.55
GD,2724,252.07
GFJ2,-14,1.59
GOILJ2,-4,1179.25
HOJ2,-3,3.89
HSY,1486,214.09
IAU,53765,37.68
KCK2,-41,2.25
KE   MAY 22,33,12.31
KEY,-14250,22.62
KSA,3229,47.14
LEJ2,1,1.37
LTPZ,-913,86.62
MOS,5417,62.23
PAM2,4,2932.88
PICK,38671,49.26
RBJ2,-3,3.59
SBK2,56,0.19
SBNY,-947,292.58
STIP,41469,106.24
TIP,25881,128.07
XLE,-4537,76.21
ZO   MAY 22,-67,6.39
