Symbol,Quantity,AvgPrice
2823,30100,16.13
ABBV,168,158.83
ABC,183,152.32
ADM,259,87.1
CB,134,215.61
CCK2,-2,2574.5
CNYB,40391,5.63
COILM2,1,111.25
CTK2,1,1.29
CVS,311,106.93
CYBA,58440,5.82
DLTR,265,156.15
ED,299,88.98
EWU,3414,33.72
EXC,579,43.52
EXXX,1257,36.32
GD,126,235.13
IAU,2983,36.45
KSA,2332,47.58
LEM2,-1,1.37
LTPZ,1385,82.58
MAA,155,206.91
MCK,103,300.33
MTB,139,184.03
PICK,2271,50.19
PLN2,-1,1023.9
PSA,81,367.58
QQQ,11437,355.6
RBK2,1,3.31
SBNY,58,323.86
STIP,5487,105.91
TIP,3057,125.55
XLE,1829,75.25
ZB   JUN 22,2,148.48
ZN   JUN 22,2,122.8
ZT   JUN 22,1,106.05
