Symbol,Quantity,AvgPrice
2823,21400,15.68
ABBV,257,161.26
ABC,234,153.66
BRK B,89,358.47
CB,125,216.4
CCK2,21,2594.76
CF,3388,105.89
CLK2,11,106.22
CNYB,58799,5.63
COILM2,5,109.89
CTK2,8,1.36
CVS,322,107.68
CYBA,85246,5.83
DLTR,267,156.17
ED,318,92.78
EWU,-3727,33.41
EXXX,-5000,34.76
GD,151,241.49
GFK2,6,1.66
GOILJ2,-5,1153.35
GOILK2,11,1070.75
HOK2,4,3.54
IAU,5302,36.82
KCK2,7,2.14
KSA,-2653,47.61
LEM2,10,1.37
LTPZ,1396,82.39
MAA,-3382,207.46
MCK,85,308.66
MOS,236,67.47
MTB,182,177.32
NEM,9346,78.44
PICK,-3402,50.68
PLN2,10,992.31
PSA,94,381.97
QQQ,16767,360.53
RBK2,4,3.22
SBNY,-1142,302.11
STIP,8499,105.63
TIP,3323,125.12
XLE,-1774,76.78
ZB   JUN 22,1,148.25
ZC   MAY 22,-15,7.45
ZN   JUN 22,2,121.86
ZO   MAY 22,16,7.45
ZT   JUN 22,1,105.82
