Symbol,Quantity,AvgPrice
2800,32000,22.67
2823,30000,17.44
ABBV,368,149.93
ADM,795,79.88
AIG,1224,59.91
CB,255,203.14
CNYB,46376,5.66
CTK2,-1,1.21
CVS,623,104.37
CYBA,67128,5.85
EWU,3274,33.55
EXC,934,42.61
EXPE,345,192.96
EXXX,2424,33.75
FITB,2005,45.87
FM,3308,33.48
GOILJ2,-1,997.5
HOJ2,-1,3.36
HSY,115,205.53
IAU,6517,36.57
KCK2,1,2.3
KEY,2095,24.0
KSA,2753,46.52
LEJ2,-1,1.4
LTPZ,1083,85.82
MAA,202,207.26
MCK,222,276.03
MTB,479,178.26
PAM2,-1,2651.5
PG,395,154.21
PSA,86,363.6
QQQ,9098,344.4
SBK2,-3,0.19
SBNY,284,336.29
STIP,3306,106.17
TIP,26707,127.51
Z3N  JUN 22,-29,111.64
ZB   JUN 22,2,157.39
ZN   JUN 22,2,127.7
ZT   JUN 22,2,107.6
