Symbol,Quantity,AvgPrice
ABBV,-234,151.86
ABC,4626,144.94
ADM,-446,82.86
CCK2,-43,2630.23
CNYB,-27702,5.64
COILK2,-8,104.98
CTK2,-19,1.19
CVS,-258,103.28
CYBA,-38294,5.83
ED,-372,89.6
EWU,28524,31.94
EXC,-751,43.87
EXXX,18000,34.91
FITB,-541,46.08
FM,-61048,32.12
GFJ2,13,1.62
GFK2,-27,1.67
GOILJ2,-8,967.22
HOJ2,-14,3.26
HSY,-125,206.59
KCK2,-14,2.2
KE   MAY 22,-36,11.01
KSA,9114,46.2
LEM2,-20,1.35
LTPZ,-1116,85.3
MCK,-133,283.01
MTB,-127,176.04
PG,-4687,145.31
PICK,8392,46.63
PSA,-58,366.96
RBJ2,-7,3.14
STIP,-4580,106.3
TIP,-2575,127.3
ZB   JUN 22,-1,153.12
ZC   MAY 22,28,7.47
ZN   JUN 22,-1,125.23
ZO   MAY 22,-1,6.54
ZT   JUN 22,-17,106.84
