Symbol,Quantity,AvgPrice
2899,192000,33.85
3750,4200,541.02
388,18400,445.54
700,22000,652.05
8346.T,73400,437.83
8360.T,8200,3214.85
AGQ,8000,77.99
AMD,-87338,219.46
ARKK,-67218,88.4
BND,136000,74.56
INTC,364894,37.49
S68,71800,17.51
SPMO,22000,119.86
SQQQ,208000,15.5
TQQQ,57600,100.19
URA,20000,53.21
UVXY,-94600,12.04
VIXY,-33800,35.46
