Symbol,Quantity,AvgPrice
700,16500,618.97
ARKK,15800,87.72
LAC,2600,7.46
MP,1200,86.46
SHYG,11900,42.96
SLI,3200,5.56
SPMO,15600,120.63
TLT 15JAN27 108 P,-50,18.07
TLT 15JAN27 110 P,-50,19.82
TLT 15JAN27 111 P,-50,20.71
TLT 15JAN27 85 C,50,8.77
TQQQ,17100,102.61
URA,4500,56.36
UTES,3000,86.98
UVXY,32400,13.08
VIXY,11400,37.9
VXX,11815,38.98
XSMO,24000,73.02
