Symbol,Quantity,AvgPrice
ARKK,34970,88.5
BMNR,1700,52.39
IBIT,4300,62.83
MP,1900,89.3
QQQ 31DEC25 607 C,-500,22.8
QQQ 31DEC25 637 C,500,9.25
SLI,2900,5.12
SPMO,10000,121.19
TLT 15JAN27 110 P,-90,20.25
TLT 15JAN27 111 P,-90,21.15
TLT 15JAN27 65 C,60,27.54
TLT 15JAN27 70 C,60,20.76
TQQQ,28100,102.83
URA,800,56.59
USD.HKD,-125,7.78
UVXY,39200,11.82
VIXY,11300,35.09
VXX,11450,36.12
