Symbol,Quantity,AvgPrice
1109,-44500.0,29.9
1288,-763000.0,5.2
1398,-655000.0,5.69
1698,-13200.0,91.3
1810,-15000.0,53.35
2359,-12600.0,115.5
2800,-22000.0,27.24
2828,-16200.0,96.42
3067,-128300.0,13.39
3750,-2800.0,563.61
388,-12300.0,439.4
3988,-719000.0,4.2
700,-14600.0,661.0
762,-426000.0,8.77
857,-194000.0,7.06
883,-44000.0,18.99
9633,-41200.0,53.6
9961,-3250.0,594.0
A17U,-1326100.0,2.78
AMD,7833.0,160.6
INTC,-59500.0,33.93
JPM 21JAN28 310 P,-15.0,39.13
JPM 21JAN28 460 P,-10.0,149.81
JPM 21JAN28 470 C,10.0,7.75
JPM 21JAN28 470 P,-10.0,159.6
ME8U,-943400.0,2.12
SQQQ,81000.0,15.4
USD.HKD,3084981.97,7.78
