Symbol,Quantity,AvgPrice
AAPL,-7,254.14
AGQ,-2150,76.19
AMD,24000,162.43
APP,-9,709.24
ARKK,-3250,84.31
AVAV,-368,312.44
AVDV,-9516,88.79
AVEM,-3272,74.99
BABA,-1,179.6
BMNR,-500,53.52
BWXT,-250,182.65
CACI,-550,483.99
CEG,-398,328.08
CME,-475,269.94
COIN,-184,324.3
CRCL,-6,133.53
CRWD,-1,484.63
CSCO,-25,67.58
CTAS,-1195,204.74
CVX,-1020,156.86
DDOG,-14,141.49
DE,-2,464.65
DFDV,-209,15.97
DG,-5410,101.44
EBND,-1675,21.36
EFA,-1,92.92
EMR,-604,128.77
ETN,-281,368.47
EWW,-2824,67.67
EWZ,-2,31.14
FXE,-18902,108.42
FXF,-17868,111.11
FXY,-32250,61.96
GDX,-3700,76.6
GE,-1094,296.02
GEV,-25,610.85
GOOGL 17DEC27 270 P,10,50.35
GOOGL 17DEC27 365 C,-10,20.3
GOOGL 17DEC27 365 P,5,120.5
HD,-25,406.34
IAUM,-13578,38.12
IBIT,-7175,64.36
IBM,-125,281.67
ICE,-707,167.25
IDMO,-15999,53.7
INTC,-173361,34.45
LAC,-171600,5.76
LLY,-250,721.34
MELI,-25,2517.02
NDAQ,-4529,87.64
NOC,-454,599.72
NOW,-2,946.47
NVDA,-383,183.33
O,-8061,60.27
PANW,-559,203.36
PKB,-2804,94.22
PLTR,-25,180.84
PLTR 17DEC27 160 C,-20,70.2
PLTR 17DEC27 165 P,160,42.7
PLTR 17DEC27 170 P,20,45.5
PLTR 17DEC27 230 C,-20,46.91
PM,-3970,163.78
PONY,-25,23.66
PONY 15JAN27 17.5 C,-30,10.5
PONY 15JAN27 20 P,60,6.1
PONY 15JAN27 25 P,60,9.28
QQQ,-4,601.31
RTX,-2022,164.83
SGOV,-60450,100.69
SHOP,-25,141.84
SHYG,-26,43.32
SLI,-142100,3.6
SPLV,-65,72.58
SPMO,-3325,121.18
SPXL,-25,210.36
STZ,-60,132.36
TQQQ,-11757,103.3
TSM,-40,277.82
URA,-1000,48.76
USMV,-4,94.5
UTES,-2618,82.53
UVXY,-48650,10.39
VIXY,-15250,32.05
VRT,-351,142.79
VST,-1150,202.63
VZ,-5738,43.36
XSMO,-6526,73.2
