Symbol,Quantity,AvgPrice
ABBV,-3010,154.48
ALIH3,10,2646.72
AZO,-40,2360.7
CAH,-1116,77.04
CEG,-1161,84.25
CI,-278,316.63
DCG3,9,18.55
FMB,36595,51.2
FPE,103905,17.75
GFH3,-3,1.82
GILD,4217,85.91
GIS,-1142,82.79
GOILG3,2,937.0
HEG3,21,0.79
HEJ3,-9,0.89
HOG3,2,3.27
HSY,-2044,228.19
HUM,-909,492.8
HYD,36077,52.42
HYG,24466,76.44
IAU,-7226,36.25
IGIB,36978,51.21
IXC,-15937,40.27
KCH3,-5,1.5
KHC,-1983,42.44
LLY,-234,359.76
LTPZ,34086,60.87
LVS,6619,54.16
MCD,-359,273.27
MCK,-222,384.27
MRK,-849,111.37
NGG3,17,3.71
NGH3,-8,3.37
QQQ,-24867,281.16
RBG3,2,2.55
REGN,504,724.79
SBH3,43,0.2
TN   MAR 23,54,121.38
TRV,-511,183.44
UB   MAR 23,13,141.85
WMT,-659,144.97
XLE,-6757,90.29
ZB   MAR 23,15,129.86
ZC   MAR 23,7,6.76
ZL   MAR 23,-9,0.63
ZM   MAR 23,5,474.3
ZS   MAR 23,4,15.21
