Symbol,Quantity,AvgPrice
ALIH3,-17,2343.59
AZO,10,2436.19
CAH,300,75.98
CEG,275,82.81
CI,72,322.18
DCG3,-20,18.31
DG,120,247.24
EWH,9387,21.44
FMB,5709,50.3
FPE,18031,16.88
GILD,305,85.66
GIS,282,83.17
GOILF3,-6,915.38
GOILG3,5,904.5
HSY,104,227.13
HUM,57,498.89
HYD,4566,50.81
HYG,2791,73.83
IAU,2051,34.82
IGIB,6454,49.77
KE   MAR 23,6,8.78
LLY,81,364.65
LTPZ,4059,59.24
MCD,115,260.94
MCK,58,371.18
MRK,202,110.16
NGG3,-18,4.02
NOC,39,542.21
PAH3,-5,1762.8
QQQ,4502,264.16
TRV,168,186.34
UB   MAR 23,1,135.38
XLE,1632,85.9
ZB   MAR 23,1,126.16
ZC   MAR 23,15,6.74
ZL   MAR 23,-33,0.64
ZO   MAR 23,14,3.64
ZW   MAR 23,7,7.84
