Symbol,Quantity,AvgPrice
ABC,2480,165.63
AZO,6,2430.99
CAH,158,77.02
CB,89,226.81
CI,73,310.68
COILJ3,-6,85.55
FMB,12056,51.29
FPE,32675,18.01
GFH3,-3,1.84
GILD,203,82.68
GIS,-5023,78.34
GOILG3,-6,924.79
GOILH3,3,917.0
HEJ3,-9,0.87
HOH3,-2,3.12
HYD,11808,52.44
HYG,8279,75.89
IAU,1457,36.51
IGIB,12501,51.31
IXC,-42983,40.26
KCH3,5,1.71
LLY,-1118,344.62
LTPZ,10456,62.41
MCD,61,271.42
MCK,34,381.79
MRK,261,106.23
NGH3,-12,2.73
ORLY,39,792.02
PAH3,-4,1618.75
RBH3,-2,2.55
REGN,20,739.81
SBH3,24,0.21
TN   MAR 23,6,121.02
TRV,106,188.69
UB   MAR 23,5,142.02
ULTA,805,510.59
XLE,-18793,90.12
ZB   MAR 23,4,129.93
ZC   MAR 23,-9,6.82
ZL   MAR 23,-8,0.61
ZM   MAR 23,-6,482.28
ZS   MAR 23,-3,15.3
ZW   MAR 23,-16,7.52
