Symbol,Quantity,AvgPrice
ALIH3,-1,2289.0
AZO,11,2440.91
CAH,316,76.66
CEG,458,82.49
CI,153,304.73
COILH3,1,79.57
DCG3,-2,18.23
DG,119,243.49
EWH,5058,21.94
FMB,4475,50.46
FPE,10769,17.13
GILD,295,85.41
GIS,276,84.02
GOILG3,1,855.5
HSY,167,223.1
HUM,79,487.28
HYD,4075,51.27
HYG,2986,74.35
IAU,1960,34.74
IGIB,4308,49.87
LLY,77,356.77
LTPZ,3208,59.36
MCD,97,262.34
MCK,69,372.96
MRK,197,112.36
NGG3,-3,3.8
NOC,71,526.59
QQQ,7943,262.56
RBG3,1,2.3
TRV,136,186.49
UB   MAR 23,2,137.09
XLE,3180,85.32
ZB   MAR 23,2,127.09
ZC   MAR 23,1,6.52
ZL   MAR 23,-2,0.62
ZM   MAR 23,1,464.0
